verein,spieler_id,name,position,punkte,einsaetze,punkte_pro_spiel,marktwert,trend
1. FC Bayern München,30755,Neuer,Torwart,63,22 (22),"2,86",1230000,steigend (Staerke 1)
1. FC Bayern München,34101,Klanac,Torwart,0,-,-,180000,steigend (Staerke 1)
1. FC Bayern München,34284,Bärtl,Torwart,0,-,-,170000,unbekannt
1. FC Bayern München,34353,Prescott,Torwart,0,-,-,160000,unbekannt
1. FC Bayern München,31216,Ulreich,Torwart,6,1 (1),"6,00",160000,unbekannt
1. FC Bayern München,33494,Urbig,Torwart,52,14 (14),"3,71",1690000,steigend (Staerke 5)
1. FC Bayern München,34205,Kiala,Abwehr,0,1 (0),-,310000,fallend (Staerke 1)
1. FC Bayern München,33975,Brown,Abwehr,141,33 (33),"4,27",7060000,fallend (Staerke 4)
1. FC Bayern München,33894,Boey,Abwehr,15,9 (9),"1,67",510000,steigend (Staerke 4)
1. FC Bayern München,33823,Kim,Abwehr,112,25 (21),"5,33",2720000,steigend (Staerke 4)
1. FC Bayern München,33796,Buchmann,Abwehr,0,-,-,180000,unbekannt
1. FC Bayern München,33496,Itō,Abwehr,60,16 (16),"3,75",1610000,fallend (Staerke 1)
1. FC Bayern München,32720,Upamecano,Abwehr,107,24 (24),"4,46",5130000,fallend (Staerke 1)
1. FC Bayern München,33386,Stanišić,Abwehr,123,26 (26),"4,73",3830000,fallend (Staerke 1)
1. FC Bayern München,32157,Tah,Abwehr,130,28 (27),"4,81",5430000,steigend (Staerke 1)
1. FC Bayern München,32800,Laimer,Abwehr,131,29 (29),"4,52",4860000,steigend (Staerke 2)
1. FC Bayern München,33021,Davies,Abwehr,45,13 (13),"3,46",3830000,fallend (Staerke 3)
1. FC Bayern München,34206,Karl,Mittelfeld,115,26 (25),"4,60",8310000,unbekannt
1. FC Bayern München,34207,Santos Daiber,Mittelfeld,4,2 (2),"2,00",300000,fallend (Staerke 1)
1. FC Bayern München,32445,Kimmich,Mittelfeld,217,29 (29),"7,48",12140000,steigend (Staerke 1)
1. FC Bayern München,34328,Chávez,Mittelfeld,20,9 (9),"2,22",370000,unbekannt
1. FC Bayern München,34357,Osmani,Mittelfeld,0,1 (0),-,230000,unbekannt
1. FC Bayern München,33504,Bischof,Mittelfeld,123,26 (23),"5,35",5190000,unbekannt
1. FC Bayern München,34018,João Palhinha,Mittelfeld,0,-,-,580000,unbekannt
1. FC Bayern München,34466,Saibari,Mittelfeld,0,-,-,18730000,fallend (Staerke 1)
1. FC Bayern München,33713,Ibrahimović,Mittelfeld,126,32 (31),"4,06",2970000,unbekannt
1. FC Bayern München,33236,Musiala,Mittelfeld,62,15 (15),"4,13",12290000,fallend (Staerke 1)
1. FC Bayern München,33854,Pavlović,Mittelfeld,128,24 (24),"5,33",6760000,unbekannt
1. FC Bayern München,34254,Luis Díaz,Sturm,227,32 (32),"7,09",13730000,fallend (Staerke 1)
1. FC Bayern München,34261,Mike,Sturm,6,4 (3),"2,00",300000,unbekannt
1. FC Bayern München,33898,Zaragoza,Sturm,0,-,-,250000,unbekannt
1. FC Bayern München,33838,Kane,Sturm,338,31 (31),"10,90",22600000,unbekannt
1. FC Bayern München,34350,Cardozo,Sturm,2,2 (1),"2,00",330000,unbekannt
1. FC Bayern München,34006,Sieb,Sturm,44,22 (21),"2,10",610000,steigend (Staerke 1)
1. FC Bayern München,32696,Gnabry,Sturm,124,21 (21),"5,90",6940000,steigend (Staerke 2)
1. FC Bayern München,34014,Olise,Sturm,268,32 (32),"8,38",15490000,fallend (Staerke 2)
Borussia Dortmund,33440,Ramaj,Torwart,105,31 (31),"3,39",380000,fallend (Staerke 1)
Borussia Dortmund,31988,Drewes,Torwart,0,-,-,170000,fallend (Staerke 1)
Borussia Dortmund,33539,Ostrzinski,Torwart,0,-,-,160000,unbekannt
Borussia Dortmund,32638,Kobel,Torwart,124,34 (34),"3,65",2470000,fallend (Staerke 2)
Borussia Dortmund,32841,Meyer,Torwart,0,-,-,200000,unbekannt
Borussia Dortmund,34346,Reggiani,Abwehr,26,8 (7),"3,71",1300000,steigend (Staerke 2)
Borussia Dortmund,34033,Couto,Abwehr,73,19 (18),"4,06",1340000,fallend (Staerke 1)
Borussia Dortmund,34066,Kabar,Abwehr,3,1 (1),"3,00",420000,fallend (Staerke 1)
Borussia Dortmund,34084,Mané,Abwehr,-2,4 (2),"-1,00",280000,steigend (Staerke 1)
Borussia Dortmund,31935,Can,Abwehr,50,9 (9),"5,56",760000,fallend (Staerke 1)
Borussia Dortmund,33167,Bensebaini,Abwehr,123,21 (20),"6,15",3460000,unbekannt
Borussia Dortmund,33141,Ryerson,Abwehr,128,31 (30),"4,27",3850000,unbekannt
Borussia Dortmund,33038,N. Schlotterbeck,Abwehr,188,28 (28),"6,71",5640000,fallend (Staerke 2)
Borussia Dortmund,34422,Gadou,Abwehr,0,-,-,4700000,steigend (Staerke 2)
Borussia Dortmund,34423,Prates,Abwehr,0,-,-,1370000,steigend (Staerke 2)
Borussia Dortmund,32452,Anton,Abwehr,162,32 (32),"5,06",5560000,steigend (Staerke 1)
Borussia Dortmund,34114,Svensson,Abwehr,125,33 (33),"3,79",3610000,steigend (Staerke 1)
Borussia Dortmund,34364,Kaba,Mittelfeld,0,-,-,310000,unbekannt
Borussia Dortmund,34200,Bellingham,Mittelfeld,95,32 (30),"3,17",3300000,unbekannt
Borussia Dortmund,34117,Chukwuemeka,Mittelfeld,66,28 (26),"2,54",1310000,fallend (Staerke 1)
Borussia Dortmund,34424,Lerma,Mittelfeld,0,-,-,1640000,steigend (Staerke 2)
Borussia Dortmund,33498,F. Nmecha,Mittelfeld,108,29 (29),"3,72",7120000,fallend (Staerke 1)
Borussia Dortmund,32590,Sabitzer,Mittelfeld,98,26 (25),"3,92",2360000,fallend (Staerke 1)
Borussia Dortmund,34283,Fábio Silva,Sturm,82,28 (26),"3,15",2360000,fallend (Staerke 1)
