verein,spieler_id,name,position,punkte,einsaetze,punkte_pro_spiel,marktwert,trend
Sport-Club Freiburg,32807,Lienhart,Abwehr,17,3 (3),"5,67",4960000,steigend (Staerke 3)
Sport-Club Freiburg,32597,Kübler,Abwehr,10,3 (3),"3,33",3530000,steigend (Staerke 2)
Sport-Club Freiburg,32579,Jung,Abwehr,0,-,-,250000,fallend (Staerke 1)
Sport-Club Freiburg,32019,Günter,Abwehr,0,-,-,760000,fallend (Staerke 2)
Sport-Club Freiburg,31910,Ginter,Abwehr,28,3 (3),"9,33",7890000,steigend (Staerke 3)
Sport-Club Freiburg,34184,Suzuki,Mittelfeld,30,3 (3),"10,00",8170000,fallend (Staerke 3)
Sport-Club Freiburg,34361,Tarnutzer,Mittelfeld,0,-,-,200000,unbekannt
Sport-Club Freiburg,34437,Yamamoto,Mittelfeld,0,-,-,1150000,fallend (Staerke 3)
Sport-Club Freiburg,32961,Beste,Mittelfeld,17,3 (3),"5,67",5900000,steigend (Staerke 3)
Sport-Club Freiburg,32071,Grifo,Mittelfeld,8,2 (2),"4,00",5630000,steigend (Staerke 2)
Sport-Club Freiburg,33603,Y. Engelhardt,Mittelfeld,17,3 (3),"5,67",4260000,steigend (Staerke 4)
Sport-Club Freiburg,33156,Osterhage,Mittelfeld,0,-,-,670000,fallend (Staerke 4)
Sport-Club Freiburg,33008,Muslija,Mittelfeld,0,-,-,170000,unbekannt
Sport-Club Freiburg,32398,M. Eggestein,Mittelfeld,29,3 (3),"9,67",7960000,steigend (Staerke 4)
Sport-Club Freiburg,32861,Höler,Sturm,6,2 (2),"3,00",2220000,unbekannt
Sport-Club Freiburg,34183,Irié,Sturm,4,2 (2),"2,00",1710000,fallend (Staerke 2)
Sport-Club Freiburg,33783,Matanović,Sturm,37,3 (3),"12,33",12360000,steigend (Staerke 2)
Sport-Club Freiburg,33629,Scherhant,Sturm,9,3 (3),"3,00",4620000,unbekannt
Sport-Club Freiburg,34451,Goto,Sturm,9,3 (3),"3,00",2630000,steigend (Staerke 1)
Eintracht Frankfurt,31458,Grahl,Torwart,0,-,-,160000,unbekannt
Eintracht Frankfurt,33439,Atubolu,Torwart,15,3 (3),"5,00",3790000,fallend (Staerke 2)
Eintracht Frankfurt,34073,Siljević,Torwart,0,-,-,160000,unbekannt
Eintracht Frankfurt,33855,Kauã Santos,Torwart,0,-,-,560000,fallend (Staerke 3)
Eintracht Frankfurt,34310,Neuendorff,Abwehr,0,-,-,280000,fallend (Staerke 1)
Eintracht Frankfurt,34313,Kosugi,Abwehr,9,3 (3),"3,00",2600000,steigend (Staerke 4)
Eintracht Frankfurt,34490,Otávio,Abwehr,1,1 (1),"1,00",1700000,fallend (Staerke 4)
Eintracht Frankfurt,34525,Etse,Abwehr,0,-,-,160000,unbekannt
Eintracht Frankfurt,34511,Brassier,Abwehr,8,2 (2),"4,00",4840000,fallend (Staerke 1)
Eintracht Frankfurt,33869,Baum,Abwehr,9,3 (3),"3,00",3520000,unbekannt
Eintracht Frankfurt,34221,Maluze,Abwehr,13,2 (2),"6,50",2990000,steigend (Staerke 5)
Eintracht Frankfurt,32836,Koch,Abwehr,21,3 (3),"7,00",6870000,steigend (Staerke 3)
Eintracht Frankfurt,33836,Collins,Abwehr,0,-,-,1980000,steigend (Staerke 5)
Eintracht Frankfurt,31572,Götze,Mittelfeld,6,2 (2),"3,00",2720000,steigend (Staerke 5)
Eintracht Frankfurt,34493,Onyedika,Mittelfeld,6,3 (3),"2,00",4960000,fallend (Staerke 1)
Eintracht Frankfurt,31743,Chandler,Mittelfeld,0,2 (1),"0,00",310000,steigend (Staerke 3)
Eintracht Frankfurt,34314,Arrhov,Mittelfeld,1,1 (1),"1,00",600000,fallend (Staerke 2)
Eintracht Frankfurt,33856,Chaïbi,Mittelfeld,6,2 (2),"3,00",3090000,fallend (Staerke 1)
Eintracht Frankfurt,34312,Kumashiro,Mittelfeld,0,-,-,190000,unbekannt
Eintracht Frankfurt,34008,Uzun,Mittelfeld,22,3 (3),"7,33",9040000,steigend (Staerke 3)
Eintracht Frankfurt,33912,Aséko,Mittelfeld,4,1 (1),"4,00",3280000,steigend (Staerke 2)
Eintracht Frankfurt,33335,Doan,Mittelfeld,5,2 (2),"2,50",7590000,steigend (Staerke 3)
Eintracht Frankfurt,33383,Knauff,Mittelfeld,0,-,-,1900000,steigend (Staerke 3)
Eintracht Frankfurt,34019,O. Højlund,Mittelfeld,0,1 (1),"0,00",1030000,fallend (Staerke 3)
Eintracht Frankfurt,34465,Pimpong,Sturm,1,2 (1),"1,00",1130000,fallend (Staerke 3)
Eintracht Frankfurt,34318,Amaimouni-Echghouyab,Sturm,6,3 (2),"3,00",3210000,unbekannt
Eintracht Frankfurt,34316,Ebnoutalib,Sturm,23,3 (3),"7,67",8290000,fallend (Staerke 4)
Eintracht Frankfurt,33214,Ngankam,Sturm,0,-,-,170000,unbekannt
Eintracht Frankfurt,32948,Burkardt,Sturm,24,3 (3),"8,00",12630000,steigend (Staerke 2)
FC Augsburg,33990,Labrović,Torwart,0,-,-,160000,unbekannt
FC Augsburg,32877,Dahmen,Torwart,19,3 (3),"6,33",3730000,steigend (Staerke 3)
FC Augsburg,34363,Wisbereit,Torwart,0,-,-,160000,unbekannt
FC Augsburg,34017,N. Banks,Abwehr,18,3 (3),"6,00",4290000,steigend (Staerke 2)
FC Augsburg,34057,Matsima,Abwehr,21,3 (3),"7,00",5760000,steigend (Staerke 2)
FC Augsburg,34106,Behrens,Abwehr,15,3 (3),"5,00",4370000,steigend (Staerke 2)
FC Augsburg,34351,Schnitzer,Abwehr,0,-,-,190000,unbekannt
FC Augsburg,34438,Brackelmann,Abwehr,13,3 (3),"4,33",3440000,steigend (Staerke 5)
FC Augsburg,34510,Seol,Abwehr,1,3 (2),"0,50",1100000,fallend (Staerke 5)
FC Augsburg,34522,Bah,Abwehr,0,-,-,2110000,fallend (Staerke 3)
FC Augsburg,33969,Suso,Abwehr,0,-,-,340000,fallend (Staerke 1)
FC Augsburg,32546,Wolf,Abwehr,18,3 (3),"6,00",3850000,steigend (Staerke 2)
FC Augsburg,32549,Gouweleeuw,Abwehr,0,2 (0),-,1970000,fallend (Staerke 2)
FC Augsburg,33914,Kücüksahin,Mittelfeld,0,-,-,180000,unbekannt
FC Augsburg,33211,Keitel,Mittelfeld,3,2 (2),"1,50",720000,fallend (Staerke 1)
FC Augsburg,33564,Kade,Mittelfeld,12,1 (1),"12,00",6820000,fallend (Staerke 2)
FC Augsburg,34236,Massengo,Mittelfeld,14,3 (3),"4,67",4950000,steigend (Staerke 1)
FC Augsburg,34171,Fellhauer,Mittelfeld,11,3 (3),"3,67",4000000,steigend (Staerke 1)
FC Augsburg,33713,Ibrahimović,Mittelfeld,10,2 (2),"5,00",5630000,steigend (Staerke 5)
FC Augsburg,34069,Sakar,Mittelfeld,0,-,-,170000,unbekannt
FC Augsburg,33997,Rieder,Mittelfeld,29,3 (3),"9,67",8030000,steigend (Staerke 3)
FC Augsburg,33808,Breithaupt,Mittelfeld,0,-,-,190000,unbekannt
FC Augsburg,33736,Kömür,Mittelfeld,9,3 (3),"3,00",2340000,steigend (Staerke 2)
FC Augsburg,34063,Claude-Maurice,Mittelfeld,14,2 (2),"7,00",7080000,steigend (Staerke 5)
FC Augsburg,34345,Onoda,Sturm,0,-,-,290000,steigend (Staerke 1)
FC Augsburg,34344,Ogundu,Sturm,0,-,-,690000,fallend (Staerke 3)
FC Augsburg,34331,Ribeiro,Sturm,11,3 (3),"3,67",3290000,steigend (Staerke 2)
FC Augsburg,34012,Mounié,Sturm,0,-,-,170000,unbekannt
FC Augsburg,31958,Gregoritsch,Sturm,28,3 (3),"9,33",8600000,steigend (Staerke 4)
1. FSV Mainz 05,34464,Kinzig,Torwart,0,-,-,180000,unbekannt
1. FSV Mainz 05,31774,Schwolow,Torwart,4,1 (1),"4,00",740000,steigend (Staerke 5)
1. FSV Mainz 05,32364,Zentner,Torwart,6,2 (2),"3,00",2420000,unbekannt
1. FSV Mainz 05,31666,Bell,Abwehr,0,-,-,460000,fallend (Staerke 1)
1. FSV Mainz 05,34454,Gruber,Abwehr,11,3 (3),"3,67",4230000,steigend (Staerke 2)
1. FSV Mainz 05,34307,Potulski,Abwehr,2,3 (3),"0,67",2830000,unbekannt
1. FSV Mainz 05,33577,Caci,Abwehr,15,3 (3),"5,00",5080000,steigend (Staerke 1)
1. FSV Mainz 05,33478,Widmer,Abwehr,3,1 (1),"3,00",1330000,fallend (Staerke 5)
1. FSV Mainz 05,34509,Nakuzola,Abwehr,4,2 (1),"4,00",610000,steigend (Staerke 3)
1. FSV Mainz 05,31762,da Costa,Abwehr,7,3 (3),"2,33",2080000,fallend (Staerke 3)
1. FSV Mainz 05,31959,Kohr,Abwehr,2,1 (1),"2,00",950000,fallend (Staerke 4)
1. FSV Mainz 05,32178,Mwene,Abwehr,20,3 (3),"6,67",3960000,steigend (Staerke 2)
1. FSV Mainz 05,32786,Posch,Abwehr,7,2 (2),"3,50",3510000,steigend (Staerke 1)
