verein,spieler_id,name,position,punkte,einsaetze,punkte_pro_spiel,marktwert,trend
Bayer 04 Leverkusen,32080,J. Hofmann,Mittelfeld,4,1 (1),"4,00",1760000,fallend (Staerke 3)
Bayer 04 Leverkusen,32129,Andrich,Mittelfeld,3,1 (1),"3,00",1940000,fallend (Staerke 2)
Bayer 04 Leverkusen,34448,Eichhorn,Mittelfeld,0,-,-,2500000,fallend (Staerke 2)
Bayer 04 Leverkusen,34289,Fernández,Mittelfeld,20,3 (3),"6,67",7060000,steigend (Staerke 4)
Bayer 04 Leverkusen,33992,García,Mittelfeld,25,3 (3),"8,33",11990000,steigend (Staerke 1)
Bayer 04 Leverkusen,33530,Tillman,Mittelfeld,11,3 (3),"3,67",4880000,fallend (Staerke 2)
Bayer 04 Leverkusen,33853,Tella,Mittelfeld,0,-,-,2180000,fallend (Staerke 1)
Bayer 04 Leverkusen,33827,Boniface,Sturm,3,1 (1),"3,00",1900000,fallend (Staerke 3)
Bayer 04 Leverkusen,34461,Moreira,Sturm,4,3 (3),"1,33",6580000,steigend (Staerke 1)
Bayer 04 Leverkusen,33179,Schick,Sturm,30,3 (3),"10,00",15380000,steigend (Staerke 2)
Bayer 04 Leverkusen,34311,Culbreath,Sturm,0,-,-,980000,fallend (Staerke 2)
Bayer 04 Leverkusen,34024,Terrier,Sturm,2,1 (1),"2,00",1920000,steigend (Staerke 5)
Bayer 04 Leverkusen,34285,Ben Seghir,Sturm,0,-,-,1800000,steigend (Staerke 2)
Bayer 04 Leverkusen,34234,Kofane,Sturm,16,3 (3),"5,33",7140000,steigend (Staerke 5)
Bayer 04 Leverkusen,33122,Diaby,Sturm,6,2 (2),"3,00",11950000,fallend (Staerke 2)
VfB Stuttgart,33747,Seimen,Torwart,0,-,-,1760000,steigend (Staerke 2)
VfB Stuttgart,33401,M. Funk,Torwart,0,-,-,160000,unbekannt
VfB Stuttgart,33342,Drljača,Torwart,0,-,-,160000,unbekannt
VfB Stuttgart,32891,Bredlow,Torwart,15,3 (3),"5,00",2430000,unbekannt
VfB Stuttgart,34112,Jaquez,Abwehr,0,-,-,640000,steigend (Staerke 3)
VfB Stuttgart,34050,Al-Dakhil,Abwehr,0,-,-,410000,fallend (Staerke 1)
VfB Stuttgart,34001,Hendriks,Abwehr,9,3 (3),"3,00",2740000,steigend (Staerke 4)
VfB Stuttgart,32509,Mittelstädt,Abwehr,28,3 (3),"9,33",9710000,steigend (Staerke 4)
VfB Stuttgart,32773,Zagadou,Abwehr,0,-,-,570000,unbekannt
VfB Stuttgart,34115,Jeltsch,Abwehr,10,3 (3),"3,33",4440000,steigend (Staerke 1)
VfB Stuttgart,34197,Assignon,Abwehr,0,-,-,620000,unbekannt
VfB Stuttgart,33850,Stergiou,Abwehr,1,1 (1),"1,00",430000,fallend (Staerke 1)
VfB Stuttgart,32880,Vagnoman,Abwehr,29,3 (3),"9,67",6810000,steigend (Staerke 2)
VfB Stuttgart,33552,Chabot,Abwehr,13,3 (3),"4,33",5090000,unbekannt
VfB Stuttgart,34074,Malanga,Mittelfeld,0,-,-,180000,fallend (Staerke 1)
VfB Stuttgart,34288,El Khannouss,Mittelfeld,20,3 (3),"6,67",9100000,steigend (Staerke 1)
VfB Stuttgart,34488,Yigit,Mittelfeld,0,-,-,220000,unbekannt
VfB Stuttgart,32492,Prömel,Mittelfeld,10,3 (3),"3,33",5960000,fallend (Staerke 2)
VfB Stuttgart,34523,Spalt,Mittelfeld,6,2 (1),"6,00",1620000,steigend (Staerke 5)
VfB Stuttgart,32830,Nartey,Mittelfeld,0,-,-,2510000,steigend (Staerke 5)
VfB Stuttgart,33437,Stiller,Mittelfeld,4,3 (3),"1,33",7610000,fallend (Staerke 2)
VfB Stuttgart,33411,Leweling,Mittelfeld,4,3 (3),"1,33",6020000,fallend (Staerke 1)
VfB Stuttgart,32858,Führich,Mittelfeld,8,2 (2),"4,00",7430000,fallend (Staerke 1)
VfB Stuttgart,33085,Karazor,Mittelfeld,0,-,-,1720000,steigend (Staerke 2)
VfB Stuttgart,33832,Undav,Sturm,5,3 (3),"1,67",10120000,fallend (Staerke 2)
VfB Stuttgart,34491,Sauer,Sturm,3,2 (2),"1,50",2360000,fallend (Staerke 2)
VfB Stuttgart,33311,Demirović,Sturm,11,3 (3),"3,67",9900000,steigend (Staerke 1)
VfB Stuttgart,33557,Tiago Tomás,Sturm,2,1 (1),"2,00",2930000,steigend (Staerke 1)
VfB Stuttgart,33718,Diehl,Sturm,0,-,-,160000,unbekannt
VfB Stuttgart,33657,Pejčinović,Sturm,6,3 (3),"2,00",8030000,fallend (Staerke 3)
TSG Hoffenheim,31489,Baumann,Torwart,13,3 (3),"4,33",3030000,steigend (Staerke 1)
TSG Hoffenheim,33313,Philipp,Torwart,0,-,-,180000,steigend (Staerke 1)
TSG Hoffenheim,33913,Petersson,Torwart,0,-,-,160000,unbekannt
TSG Hoffenheim,34446,Rots,Abwehr,13,3 (2),"6,50",3940000,steigend (Staerke 2)
TSG Hoffenheim,34340,Engelns,Abwehr,0,-,-,240000,fallend (Staerke 1)
TSG Hoffenheim,34275,Hajdari,Abwehr,2,3 (3),"0,67",2680000,fallend (Staerke 3)
TSG Hoffenheim,34457,Dulic,Abwehr,0,-,-,240000,unbekannt
TSG Hoffenheim,34257,Coufal,Abwehr,14,3 (3),"4,67",5060000,fallend (Staerke 4)
TSG Hoffenheim,34213,Machida,Abwehr,3,1 (1),"3,00",1610000,steigend (Staerke 5)
TSG Hoffenheim,34051,Gendrey,Abwehr,4,1 (1),"4,00",750000,steigend (Staerke 5)
TSG Hoffenheim,34048,Hranáč,Abwehr,4,2 (2),"2,00",1230000,fallend (Staerke 2)
TSG Hoffenheim,34487,Abraha,Abwehr,0,-,-,270000,steigend (Staerke 1)
TSG Hoffenheim,32693,Bernardo,Abwehr,4,1 (1),"4,00",2070000,fallend (Staerke 3)
TSG Hoffenheim,33026,Kabak,Abwehr,22,3 (3),"7,33",5450000,steigend (Staerke 3)
TSG Hoffenheim,34474,De Cat,Mittelfeld,2,2 (2),"1,00",3360000,fallend (Staerke 4)
TSG Hoffenheim,34128,Lenz,Mittelfeld,0,-,-,360000,fallend (Staerke 2)
TSG Hoffenheim,33857,Conté,Mittelfeld,12,3 (3),"4,00",4360000,steigend (Staerke 5)
TSG Hoffenheim,32553,Kramarić,Mittelfeld,2,3 (2),"1,00",6510000,fallend (Staerke 4)
TSG Hoffenheim,34242,Burger,Mittelfeld,4,3 (3),"1,33",5090000,fallend (Staerke 3)
TSG Hoffenheim,34034,Prass,Mittelfeld,0,-,-,1480000,steigend (Staerke 4)
TSG Hoffenheim,34202,Avdullahu,Mittelfeld,17,3 (3),"5,67",5960000,steigend (Staerke 1)
TSG Hoffenheim,34294,Daghim,Sturm,19,3 (3),"6,33",6930000,steigend (Staerke 3)
TSG Hoffenheim,33270,Lemperle,Sturm,11,2 (2),"5,50",9160000,steigend (Staerke 5)
TSG Hoffenheim,33507,Wimmer,Sturm,10,3 (3),"3,33",5060000,steigend (Staerke 2)
TSG Hoffenheim,33536,Asllani,Sturm,4,1 (1),"4,00",9190000,steigend (Staerke 2)
TSG Hoffenheim,33619,Hložek,Sturm,20,3 (3),"6,67",6860000,steigend (Staerke 5)
TSG Hoffenheim,33885,Moerstedt,Sturm,-1,2 (2),"-0,50",1240000,fallend (Staerke 3)
Sport-Club Freiburg,33647,Backhaus,Torwart,12,3 (3),"4,00",2940000,steigend (Staerke 1)
Sport-Club Freiburg,32506,Huth,Torwart,0,-,-,160000,unbekannt
Sport-Club Freiburg,32656,F. Müller,Torwart,0,-,-,170000,fallend (Staerke 1)
Sport-Club Freiburg,33815,Rosenfelder,Abwehr,2,1 (1),"2,00",1350000,unbekannt
Sport-Club Freiburg,33829,Makengo,Abwehr,15,3 (3),"5,00",4150000,steigend (Staerke 5)
Sport-Club Freiburg,33947,Treu,Abwehr,16,3 (3),"5,33",4520000,steigend (Staerke 4)
Sport-Club Freiburg,34020,Yılmaz,Abwehr,1,1 (1),"1,00",940000,fallend (Staerke 2)
Sport-Club Freiburg,34021,Ogbus,Abwehr,0,-,-,690000,fallend (Staerke 2)
Sport-Club Freiburg,32807,Lienhart,Abwehr,17,3 (3),"5,67",5210000,steigend (Staerke 4)
Sport-Club Freiburg,32597,Kübler,Abwehr,10,3 (3),"3,33",3160000,unbekannt
Sport-Club Freiburg,32579,Jung,Abwehr,0,-,-,220000,fallend (Staerke 2)
Sport-Club Freiburg,32019,Günter,Abwehr,0,-,-,630000,fallend (Staerke 3)
Sport-Club Freiburg,31910,Ginter,Abwehr,28,3 (3),"9,33",8140000,steigend (Staerke 2)
Sport-Club Freiburg,34184,Suzuki,Mittelfeld,30,3 (3),"10,00",7740000,fallend (Staerke 1)
Sport-Club Freiburg,34361,Tarnutzer,Mittelfeld,0,-,-,200000,fallend (Staerke 1)
Sport-Club Freiburg,34437,Yamamoto,Mittelfeld,0,-,-,990000,fallend (Staerke 2)
Sport-Club Freiburg,32961,Beste,Mittelfeld,17,3 (3),"5,67",6410000,steigend (Staerke 3)
Sport-Club Freiburg,32071,Grifo,Mittelfeld,8,2 (2),"4,00",5680000,steigend (Staerke 1)
Sport-Club Freiburg,33603,Y. Engelhardt,Mittelfeld,17,3 (3),"5,67",5320000,steigend (Staerke 5)
Sport-Club Freiburg,33156,Osterhage,Mittelfeld,0,-,-,620000,fallend (Staerke 2)
Sport-Club Freiburg,33008,Muslija,Mittelfeld,0,-,-,180000,unbekannt
Sport-Club Freiburg,32398,M. Eggestein,Mittelfeld,29,3 (3),"9,67",7380000,steigend (Staerke 1)
Sport-Club Freiburg,32861,Höler,Sturm,6,2 (2),"3,00",2260000,fallend (Staerke 1)
Sport-Club Freiburg,34183,Irié,Sturm,4,2 (2),"2,00",1780000,unbekannt
Sport-Club Freiburg,33783,Matanović,Sturm,37,3 (3),"12,33",13510000,steigend (Staerke 5)
Sport-Club Freiburg,33629,Scherhant,Sturm,9,3 (3),"3,00",4710000,unbekannt
Sport-Club Freiburg,34451,Goto,Sturm,9,3 (3),"3,00",2860000,steigend (Staerke 3)
Eintracht Frankfurt,31458,Grahl,Torwart,0,-,-,160000,unbekannt
Eintracht Frankfurt,33439,Atubolu,Torwart,15,3 (3),"5,00",3710000,unbekannt
Eintracht Frankfurt,34073,Siljević,Torwart,0,-,-,160000,unbekannt
Eintracht Frankfurt,33855,Kauã Santos,Torwart,0,-,-,440000,fallend (Staerke 4)
Eintracht Frankfurt,34313,Kosugi,Abwehr,9,3 (3),"3,00",3050000,steigend (Staerke 5)
Eintracht Frankfurt,34221,Maluze,Abwehr,13,2 (2),"6,50",3670000,steigend (Staerke 5)
Eintracht Frankfurt,34490,Otávio,Abwehr,1,1 (1),"1,00",1520000,fallend (Staerke 3)
Eintracht Frankfurt,34525,Etse,Abwehr,0,-,-,250000,steigend (Staerke 5)
Eintracht Frankfurt,33869,Baum,Abwehr,9,3 (3),"3,00",4210000,steigend (Staerke 5)
Eintracht Frankfurt,34511,Brassier,Abwehr,8,2 (2),"4,00",4360000,fallend (Staerke 1)
Eintracht Frankfurt,33836,Collins,Abwehr,0,-,-,2580000,steigend (Staerke 5)
Eintracht Frankfurt,32836,Koch,Abwehr,21,3 (3),"7,00",7330000,steigend (Staerke 4)
Eintracht Frankfurt,33383,Knauff,Mittelfeld,0,-,-,2460000,steigend (Staerke 5)
Eintracht Frankfurt,31572,Götze,Mittelfeld,6,2 (2),"3,00",2540000,steigend (Staerke 3)
Eintracht Frankfurt,34493,Onyedika,Mittelfeld,6,3 (3),"2,00",4650000,fallend (Staerke 2)
Eintracht Frankfurt,31743,Chandler,Mittelfeld,0,2 (1),"0,00",350000,steigend (Staerke 2)
Eintracht Frankfurt,34314,Arrhov,Mittelfeld,1,1 (1),"1,00",580000,fallend (Staerke 2)
Eintracht Frankfurt,33856,Chaïbi,Mittelfeld,6,2 (2),"3,00",2880000,fallend (Staerke 2)
Eintracht Frankfurt,34019,O. Højlund,Mittelfeld,0,1 (1),"0,00",1010000,fallend (Staerke 2)
Eintracht Frankfurt,34008,Uzun,Mittelfeld,22,3 (3),"7,33",10260000,steigend (Staerke 5)
Eintracht Frankfurt,33335,Doan,Mittelfeld,5,2 (2),"2,50",7390000,steigend (Staerke 1)
Eintracht Frankfurt,33912,Aséko,Mittelfeld,4,1 (1),"4,00",3650000,steigend (Staerke 5)
Eintracht Frankfurt,32948,Burkardt,Sturm,24,3 (3),"8,00",11630000,steigend (Staerke 2)
Eintracht Frankfurt,33214,Ngankam,Sturm,0,-,-,190000,unbekannt
Eintracht Frankfurt,34316,Ebnoutalib,Sturm,23,3 (3),"7,67",7430000,fallend (Staerke 5)
Eintracht Frankfurt,34318,Amaimouni-Echghouyab,Sturm,6,3 (2),"3,00",2560000,fallend (Staerke 4)
Eintracht Frankfurt,34465,Pimpong,Sturm,1,2 (1),"1,00",960000,fallend (Staerke 3)
FC Augsburg,33990,Labrović,Torwart,0,-,-,160000,unbekannt
FC Augsburg,32877,Dahmen,Torwart,19,3 (3),"6,33",3770000,steigend (Staerke 1)
FC Augsburg,34363,Wisbereit,Torwart,0,-,-,170000,unbekannt
FC Augsburg,34017,N. Banks,Abwehr,18,3 (3),"6,00",4610000,steigend (Staerke 2)
FC Augsburg,34057,Matsima,Abwehr,21,3 (3),"7,00",5380000,fallend (Staerke 1)
FC Augsburg,34106,Behrens,Abwehr,15,3 (3),"5,00",4600000,steigend (Staerke 4)
FC Augsburg,34351,Schnitzer,Abwehr,0,-,-,220000,steigend (Staerke 1)
FC Augsburg,34438,Brackelmann,Abwehr,13,3 (3),"4,33",3670000,steigend (Staerke 5)
FC Augsburg,34510,Seol,Abwehr,1,3 (2),"0,50",1020000,fallend (Staerke 3)
FC Augsburg,34522,Bah,Abwehr,0,-,-,1630000,fallend (Staerke 4)
FC Augsburg,33969,Suso,Abwehr,0,-,-,320000,fallend (Staerke 1)
FC Augsburg,32546,Wolf,Abwehr,18,3 (3),"6,00",3820000,steigend (Staerke 1)
FC Augsburg,32549,Gouweleeuw,Abwehr,0,2 (0),-,1720000,fallend (Staerke 4)
FC Augsburg,33211,Keitel,Mittelfeld,3,2 (2),"1,50",830000,unbekannt
FC Augsburg,33564,Kade,Mittelfeld,12,1 (1),"12,00",5810000,fallend (Staerke 3)
FC Augsburg,34236,Massengo,Mittelfeld,14,3 (3),"4,67",5290000,steigend (Staerke 1)
FC Augsburg,34171,Fellhauer,Mittelfeld,11,3 (3),"3,67",4080000,steigend (Staerke 1)
FC Augsburg,33713,Ibrahimović,Mittelfeld,10,2 (2),"5,00",5490000,steigend (Staerke 1)
FC Augsburg,34069,Sakar,Mittelfeld,0,-,-,170000,unbekannt
FC Augsburg,34063,Claude-Maurice,Mittelfeld,14,2 (2),"7,00",6880000,steigend (Staerke 1)
FC Augsburg,33736,Kömür,Mittelfeld,9,3 (3),"3,00",2690000,steigend (Staerke 3)
FC Augsburg,33808,Breithaupt,Mittelfeld,0,-,-,190000,fallend (Staerke 1)
FC Augsburg,33997,Rieder,Mittelfeld,29,3 (3),"9,67",7910000,steigend (Staerke 1)
FC Augsburg,34331,Ribeiro,Sturm,11,3 (3),"3,67",3150000,fallend (Staerke 1)
FC Augsburg,34344,Ogundu,Sturm,0,-,-,620000,fallend (Staerke 3)
FC Augsburg,34012,Mounié,Sturm,0,-,-,170000,unbekannt
FC Augsburg,31958,Gregoritsch,Sturm,28,3 (3),"9,33",10360000,steigend (Staerke 5)
1. FSV Mainz 05,34464,Kinzig,Torwart,0,-,-,180000,steigend (Staerke 1)
1. FSV Mainz 05,31774,Schwolow,Torwart,4,1 (1),"4,00",1410000,steigend (Staerke 5)
1. FSV Mainz 05,32364,Zentner,Torwart,6,2 (2),"3,00",1930000,fallend (Staerke 3)
1. FSV Mainz 05,31666,Bell,Abwehr,0,-,-,470000,unbekannt
1. FSV Mainz 05,34454,Gruber,Abwehr,11,3 (3),"3,67",3870000,fallend (Staerke 1)
1. FSV Mainz 05,34307,Potulski,Abwehr,2,3 (3),"0,67",2550000,fallend (Staerke 2)
1. FSV Mainz 05,33577,Caci,Abwehr,15,3 (3),"5,00",4140000,fallend (Staerke 4)
1. FSV Mainz 05,33478,Widmer,Abwehr,3,1 (1),"3,00",1050000,fallend (Staerke 4)
1. FSV Mainz 05,34509,Nakuzola,Abwehr,4,2 (1),"4,00",760000,steigend (Staerke 5)
1. FSV Mainz 05,31762,da Costa,Abwehr,7,3 (3),"2,33",2000000,fallend (Staerke 2)
1. FSV Mainz 05,31959,Kohr,Abwehr,2,1 (1),"2,00",930000,fallend (Staerke 2)
1. FSV Mainz 05,32178,Mwene,Abwehr,20,3 (3),"6,67",4270000,steigend (Staerke 2)
1. FSV Mainz 05,32786,Posch,Abwehr,7,2 (2),"3,50",3340000,fallend (Staerke 2)
1. FSV Mainz 05,33093,Maloney,Mittelfeld,0,1 (0),-,280000,fallend (Staerke 1)
1. FSV Mainz 05,34467,Ruoppi,Mittelfeld,2,3 (2),"1,00",720000,fallend (Staerke 1)
1. FSV Mainz 05,34231,Kawasaki,Mittelfeld,0,-,-,280000,fallend (Staerke 2)
1. FSV Mainz 05,34009,Sano,Mittelfeld,22,3 (3),"7,33",8740000,steigend (Staerke 1)
1. FSV Mainz 05,33356,Martel,Mittelfeld,0,-,-,2630000,steigend (Staerke 5)
1. FSV Mainz 05,32395,Amiri,Mittelfeld,12,3 (3),"4,00",10870000,fallend (Staerke 2)
1. FSV Mainz 05,33477,Lee,Mittelfeld,10,3 (3),"3,33",5100000,fallend (Staerke 1)
1. FSV Mainz 05,33296,Nebel,Mittelfeld,0,-,-,4450000,steigend (Staerke 5)
1. FSV Mainz 05,33135,S. Becker,Sturm,16,3 (3),"5,33",6560000,unbekannt
