verein,spieler_id,name,position,punkte,einsaetze,punkte_pro_spiel,marktwert,trend
1. FC Bayern München,30755,Neuer,Torwart,63,22 (22),"2,86",1880000,steigend (Staerke 1)
1. FC Bayern München,34101,Klanac,Torwart,0,-,-,160000,unbekannt
1. FC Bayern München,34284,Bärtl,Torwart,0,-,-,160000,unbekannt
1. FC Bayern München,34353,Prescott,Torwart,0,-,-,160000,unbekannt
1. FC Bayern München,31216,Ulreich,Torwart,6,1 (1),"6,00",160000,unbekannt
1. FC Bayern München,33494,Urbig,Torwart,52,14 (14),"3,71",1710000,unbekannt
1. FC Bayern München,34205,Kiala,Abwehr,0,1 (0),-,180000,unbekannt
1. FC Bayern München,33975,Brown,Abwehr,141,33 (33),"4,27",8230000,steigend (Staerke 3)
1. FC Bayern München,33894,Boey,Abwehr,15,9 (9),"1,67",710000,steigend (Staerke 5)
1. FC Bayern München,33823,Kim,Abwehr,112,25 (21),"5,33",2940000,steigend (Staerke 1)
1. FC Bayern München,33796,Buchmann,Abwehr,0,-,-,200000,steigend (Staerke 1)
1. FC Bayern München,33496,Itō,Abwehr,60,16 (16),"3,75",1350000,fallend (Staerke 1)
1. FC Bayern München,32720,Upamecano,Abwehr,107,24 (24),"4,46",5840000,fallend (Staerke 1)
1. FC Bayern München,32800,Laimer,Abwehr,131,29 (29),"4,52",5640000,fallend (Staerke 1)
1. FC Bayern München,33021,Davies,Abwehr,45,13 (13),"3,46",4800000,steigend (Staerke 2)
1. FC Bayern München,32157,Tah,Abwehr,130,28 (27),"4,81",8250000,steigend (Staerke 5)
1. FC Bayern München,33386,Stanišić,Abwehr,123,26 (26),"4,73",4400000,unbekannt
1. FC Bayern München,34328,Chávez,Mittelfeld,20,9 (9),"2,22",650000,steigend (Staerke 2)
1. FC Bayern München,34321,Sapoko Ndiaye,Mittelfeld,11,4 (4),"2,75",3080000,steigend (Staerke 3)
1. FC Bayern München,32445,Kimmich,Mittelfeld,217,29 (29),"7,48",14550000,unbekannt
1. FC Bayern München,34357,Osmani,Mittelfeld,0,1 (0),-,220000,fallend (Staerke 1)
1. FC Bayern München,34207,Santos Daiber,Mittelfeld,4,2 (2),"2,00",180000,fallend (Staerke 1)
1. FC Bayern München,34206,Karl,Mittelfeld,115,26 (25),"4,60",9120000,unbekannt
1. FC Bayern München,33504,Bischof,Mittelfeld,123,26 (23),"5,35",7020000,steigend (Staerke 2)
1. FC Bayern München,34466,Saibari,Mittelfeld,0,-,-,15850000,steigend (Staerke 1)
1. FC Bayern München,34018,João Palhinha,Mittelfeld,0,-,-,480000,fallend (Staerke 2)
1. FC Bayern München,33713,Ibrahimović,Mittelfeld,126,32 (31),"4,06",2590000,steigend (Staerke 2)
1. FC Bayern München,33236,Musiala,Mittelfeld,62,15 (15),"4,13",10590000,fallend (Staerke 3)
1. FC Bayern München,33854,Pavlović,Mittelfeld,128,24 (24),"5,33",7590000,steigend (Staerke 1)
1. FC Bayern München,33898,Zaragoza,Sturm,0,-,-,210000,unbekannt
1. FC Bayern München,34261,Mike,Sturm,6,4 (3),"2,00",380000,fallend (Staerke 2)
1. FC Bayern München,33838,Kane,Sturm,338,31 (31),"10,90",22520000,unbekannt
1. FC Bayern München,34350,Cardozo,Sturm,2,2 (1),"2,00",610000,steigend (Staerke 4)
1. FC Bayern München,34254,Luis Díaz,Sturm,227,32 (32),"7,09",17270000,steigend (Staerke 1)
1. FC Bayern München,34014,Olise,Sturm,268,32 (32),"8,38",19600000,steigend (Staerke 2)
1. FC Bayern München,32696,Gnabry,Sturm,124,21 (21),"5,90",7020000,steigend (Staerke 1)
Borussia Dortmund,33539,Ostrzinski,Torwart,0,-,-,160000,unbekannt
Borussia Dortmund,31988,Drewes,Torwart,0,-,-,180000,unbekannt
Borussia Dortmund,32638,Kobel,Torwart,124,34 (34),"3,65",3680000,unbekannt
Borussia Dortmund,32841,Meyer,Torwart,0,-,-,310000,fallend (Staerke 2)
Borussia Dortmund,34084,Mané,Abwehr,-2,4 (2),"-1,00",970000,steigend (Staerke 5)
Borussia Dortmund,34114,Svensson,Abwehr,125,33 (33),"3,79",4410000,fallend (Staerke 2)
Borussia Dortmund,34346,Reggiani,Abwehr,26,8 (7),"3,71",1220000,fallend (Staerke 2)
Borussia Dortmund,34422,Gadou,Abwehr,0,-,-,4820000,steigend (Staerke 2)
Borussia Dortmund,34423,Prates,Abwehr,0,-,-,580000,fallend (Staerke 3)
Borussia Dortmund,31935,Can,Abwehr,50,9 (9),"5,56",510000,fallend (Staerke 2)
Borussia Dortmund,33167,Bensebaini,Abwehr,123,21 (20),"6,15",4990000,steigend (Staerke 2)
Borussia Dortmund,33141,Ryerson,Abwehr,128,31 (30),"4,27",5910000,steigend (Staerke 2)
Borussia Dortmund,33038,N. Schlotterbeck,Abwehr,188,28 (28),"6,71",6170000,fallend (Staerke 1)
Borussia Dortmund,32452,Anton,Abwehr,162,32 (32),"5,06",6620000,steigend (Staerke 2)
Borussia Dortmund,33208,Beier,Mittelfeld,149,32 (32),"4,66",6400000,unbekannt
Borussia Dortmund,32590,Sabitzer,Mittelfeld,98,26 (25),"3,92",2360000,fallend (Staerke 2)
Borussia Dortmund,34424,Lerma,Mittelfeld,0,-,-,1000000,fallend (Staerke 3)
Borussia Dortmund,34495,Karetsas,Mittelfeld,0,-,-,16570000,steigend (Staerke 3)
Borussia Dortmund,34503,Konstantelias,Mittelfeld,0,-,-,13120000,unbekannt
Borussia Dortmund,34505,Veerman,Mittelfeld,0,-,-,9270000,unbekannt
Borussia Dortmund,34364,Kaba,Mittelfeld,0,-,-,260000,fallend (Staerke 2)
Borussia Dortmund,34507,dos Santos,Mittelfeld,0,-,-,250000,unbekannt
Borussia Dortmund,34200,Bellingham,Mittelfeld,95,32 (30),"3,17",5390000,unbekannt
Borussia Dortmund,34117,Chukwuemeka,Mittelfeld,66,28 (26),"2,54",1640000,fallend (Staerke 1)
Borussia Dortmund,33498,F. Nmecha,Mittelfeld,108,29 (29),"3,72",8170000,steigend (Staerke 2)
Borussia Dortmund,34362,Albert,Sturm,0,1 (0),-,730000,unbekannt
Borussia Dortmund,32667,Guirassy,Sturm,189,33 (33),"5,73",13070000,steigend (Staerke 1)
Borussia Dortmund,34283,Fábio Silva,Sturm,82,28 (26),"3,15",4150000,fallend (Staerke 2)
Borussia Dortmund,34347,Inácio,Sturm,29,7 (7),"4,14",4480000,steigend (Staerke 4)
RB Leipzig,32267,Zingerle,Torwart,0,-,-,190000,steigend (Staerke 1)
RB Leipzig,32481,Nyland,Torwart,0,-,-,750000,steigend (Staerke 4)
RB Leipzig,33919,Vandevoordt,Torwart,40,12 (12),"3,33",2500000,steigend (Staerke 3)
RB Leipzig,31846,W. Orbán,Abwehr,180,33 (33),"5,45",6700000,steigend (Staerke 1)
RB Leipzig,33837,Lukeba,Abwehr,105,26 (26),"4,04",3850000,steigend (Staerke 1)
RB Leipzig,33848,Finkgräfe,Abwehr,39,13 (9),"4,33",620000,unbekannt
RB Leipzig,34479,Estève,Abwehr,0,-,-,5310000,steigend (Staerke 1)
RB Leipzig,34055,Geertruida,Abwehr,0,-,-,290000,fallend (Staerke 1)
RB Leipzig,34431,Koné,Abwehr,0,-,-,1140000,fallend (Staerke 2)
RB Leipzig,33824,Bitshiabu,Abwehr,38,11 (10),"3,80",720000,fallend (Staerke 2)
RB Leipzig,32461,Henrichs,Abwehr,23,17 (10),"2,30",1640000,steigend (Staerke 2)
RB Leipzig,33436,Raum,Abwehr,195,30 (30),"6,50",9790000,steigend (Staerke 4)
RB Leipzig,32889,Baku,Abwehr,133,32 (32),"4,16",5660000,steigend (Staerke 3)
RB Leipzig,32581,Klostermann,Abwehr,9,5 (3),"3,00",430000,steigend (Staerke 5)
RB Leipzig,33769,Seiwald,Mittelfeld,139,33 (33),"4,21",5710000,steigend (Staerke 1)
RB Leipzig,34348,Kaltefleiter,Mittelfeld,0,-,-,180000,steigend (Staerke 1)
RB Leipzig,34238,Maksimović,Mittelfeld,13,8 (6),"2,17",1490000,steigend (Staerke 3)
RB Leipzig,34185,Banzuzi,Mittelfeld,56,24 (23),"2,43",2120000,steigend (Staerke 5)
