spieltag,tore,punkte,gegner,heim_auswaerts,ergebnis,punkte_gesamt,punkte_schnitt
5,0,3,SV Werder Bremen,h,4:0,105,6.56
11,0,1,Sport-Club Freiburg,h,6:2,98,6.12
15,0,,1. FC Heidenheim,a,0:4,104,7.43
16,0,2,VfL Wolfsburg,h,8:1,107,6.69
