spieltag,tore,punkte,gegner,heim_auswaerts,ergebnis,punkte_gesamt,punkte_schnitt
24,0,2,FC Bayern München,h,2:3,51,3.19
29,0,3,Bayer 04 Leverkusen,h,0:1,51,3.19
30,0,2,TSG Hoffenheim,a,2:1,40,2.67
31,0,3,Sport-Club Freiburg,h,4:0,90,6.00
32,0,4,Borussia M'gladbach,a,1:0,44,2.75
33,1,8,Eintracht Frankfurt,h,3:2,66,4.40
34,0,7,SV Werder Bremen,a,0:2,77,4.81
