spieltag,tore,punkte,gegner,heim_auswaerts,ergebnis,punkte_gesamt,punkte_schnitt
15,0,3,1. FC Heidenheim,a,0:4,104,7.43
25,0,1,Borussia M'gladbach,h,4:1,99,6.19
