spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,1860000,63,"2,86",29524,650350
34101,Klanac,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34353,Prescott,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,160000,6,"6,00",26667,26667
33494,Urbig,1. FC Bayern München,1720000,52,"3,71",33077,463612
34205,Kiala,1. FC Bayern München,190000,0,-,,
33975,Brown,1. FC Bayern München,7960000,141,"4,27",56454,1864169
33894,Boey,1. FC Bayern München,710000,15,"1,67",47333,425150
33823,Kim,1. FC Bayern München,2980000,112,"5,33",26607,559099
33796,Buchmann,1. FC Bayern München,190000,0,-,,
33496,Itō,1. FC Bayern München,1270000,60,"3,75",21167,338667
32720,Upamecano,1. FC Bayern München,5830000,107,"4,46",54486,1307175
32800,Laimer,1. FC Bayern München,5680000,131,"4,52",43359,1256637
33021,Davies,1. FC Bayern München,4760000,45,"3,46",105778,1375723
32157,Tah,1. FC Bayern München,7500000,130,"4,81",57692,1559252
33386,Stanišić,1. FC Bayern München,4530000,123,"4,73",36829,957717
34328,Chávez,1. FC Bayern München,680000,20,"2,22",34000,306306
34321,Sapoko Ndiaye,1. FC Bayern München,2930000,11,"2,75",266364,1065455
32445,Kimmich,1. FC Bayern München,14750000,217,"7,48",67972,1971925
34357,Osmani,1. FC Bayern München,210000,0,-,,
34207,Santos Daiber,1. FC Bayern München,180000,4,"2,00",45000,90000
34206,Karl,1. FC Bayern München,9290000,115,"4,60",80783,2019565
33504,Bischof,1. FC Bayern München,7420000,123,"5,35",60325,1386916
34466,Saibari,1. FC Bayern München,15740000,0,-,,
34018,João Palhinha,1. FC Bayern München,460000,0,-,,
33713,Ibrahimović,1. FC Bayern München,2660000,126,"4,06",21111,655172
33236,Musiala,1. FC Bayern München,10220000,62,"4,13",164839,2474576
33854,Pavlović,1. FC Bayern München,7450000,128,"5,33",58203,1397749
33898,Zaragoza,1. FC Bayern München,260000,0,-,,
34261,Mike,1. FC Bayern München,370000,6,"2,00",61667,185000
33838,Kane,1. FC Bayern München,22700000,338,"10,90",67160,2082569
34350,Cardozo,1. FC Bayern München,620000,2,"2,00",310000,310000
34254,Luis Díaz,1. FC Bayern München,17780000,227,"7,09",78326,2507757
34014,Olise,1. FC Bayern München,19710000,268,"8,38",73545,2352029
32696,Gnabry,1. FC Bayern München,7010000,124,"5,90",56532,1188136
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
31988,Drewes,Borussia Dortmund,180000,0,-,,
32638,Kobel,Borussia Dortmund,3710000,124,"3,65",29919,1016438
32841,Meyer,Borussia Dortmund,300000,0,-,,
34084,Mané,Borussia Dortmund,970000,-2,"-1,00",-485000,-970000
34114,Svensson,Borussia Dortmund,4490000,125,"3,79",35920,1184697
34346,Reggiani,Borussia Dortmund,1210000,26,"3,71",46538,326146
34422,Gadou,Borussia Dortmund,4930000,0,-,,
34423,Prates,Borussia Dortmund,570000,0,-,,
31935,Can,Borussia Dortmund,600000,50,"5,56",12000,107914
33167,Bensebaini,Borussia Dortmund,5010000,123,"6,15",40732,814634
33141,Ryerson,Borussia Dortmund,5880000,128,"4,27",45938,1377049
33038,N. Schlotterbeck,Borussia Dortmund,6140000,188,"6,71",32660,915052
32452,Anton,Borussia Dortmund,6620000,162,"5,06",40864,1308300
33208,Beier,Borussia Dortmund,6480000,149,"4,66",43490,1390558
32590,Sabitzer,Borussia Dortmund,2350000,98,"3,92",23980,599490
34424,Lerma,Borussia Dortmund,970000,0,-,,
34495,Karetsas,Borussia Dortmund,18250000,0,-,,
34503,Konstantelias,Borussia Dortmund,13560000,0,-,,
34505,Veerman,Borussia Dortmund,9740000,0,-,,
34364,Kaba,Borussia Dortmund,250000,0,-,,
34507,dos Santos,Borussia Dortmund,270000,0,-,,
34200,Bellingham,Borussia Dortmund,5650000,95,"3,17",59474,1782334
34117,Chukwuemeka,Borussia Dortmund,1620000,66,"2,54",24545,637795
33498,F. Nmecha,Borussia Dortmund,8170000,108,"3,72",75648,2196237
34362,Albert,Borussia Dortmund,930000,0,-,,
32667,Guirassy,Borussia Dortmund,13250000,189,"5,73",70106,2312391
34283,Fábio Silva,Borussia Dortmund,3830000,82,"3,15",46707,1215873
34347,Inácio,Borussia Dortmund,4520000,29,"4,14",155862,1091787
32267,Zingerle,RB Leipzig,200000,0,-,,
32481,Nyland,RB Leipzig,720000,0,-,,
33919,Vandevoordt,RB Leipzig,2500000,40,"3,33",62500,750751
31846,W. Orbán,RB Leipzig,6900000,180,"5,45",38333,1266055
34431,Koné,RB Leipzig,1070000,0,-,,
34479,Estève,RB Leipzig,5350000,0,-,,
33848,Finkgräfe,RB Leipzig,600000,39,"4,33",15385,138568
33837,Lukeba,RB Leipzig,3940000,105,"4,04",37524,975248
33824,Bitshiabu,RB Leipzig,710000,38,"3,80",18684,186842
32461,Henrichs,RB Leipzig,1540000,23,"2,30",66957,669565
33436,Raum,RB Leipzig,9900000,195,"6,50",50769,1523077
32581,Klostermann,RB Leipzig,450000,9,"3,00",50000,150000
32889,Baku,RB Leipzig,5640000,133,"4,16",42406,1355769
33695,Gruda,RB Leipzig,9090000,63,"4,85",144286,1874227
34119,Masanka Bungi,RB Leipzig,180000,0,-,,
34185,Banzuzi,RB Leipzig,2160000,56,"2,43",38571,888889
34238,Maksimović,RB Leipzig,1490000,13,"2,17",114615,686636
34348,Kaltefleiter,RB Leipzig,180000,0,-,,
34049,Vermeeren,RB Leipzig,540000,0,-,,
34042,Gebel,RB Leipzig,170000,0,-,,
33769,Seiwald,RB Leipzig,5740000,139,"4,21",41295,1363420
33353,Reitz,RB Leipzig,5250000,125,"4,03",42000,1302730
33991,Ouédraogo,RB Leipzig,4180000,80,"4,71",52250,887473
32977,Baumgartner,RB Leipzig,7010000,204,"6,18",34363,1134304
33878,Elmas,RB Leipzig,190000,0,-,,
34240,Bakayoko,RB Leipzig,3460000,61,"3,39",56721,1020649
34271,Rômulo,RB Leipzig,7580000,129,"4,30",58760,1762791
34309,Konaté,RB Leipzig,550000,0,-,,
34330,Sani,RB Leipzig,200000,0,-,,
34339,Thomas,RB Leipzig,180000,0,-,,
34039,Nusa,RB Leipzig,9700000,151,"4,87",64238,1991786
34116,T. Gomis,RB Leipzig,1260000,35,"2,19",36000,575342
34295,Harder,RB Leipzig,1980000,81,"3,12",24444,634615
31827,Blaswich,Bayer 04 Leverkusen,260000,57,"5,18",4561,50193
32007,Lomb,Bayer 04 Leverkusen,160000,0,-,,
32925,Flekken,Bayer 04 Leverkusen,2250000,76,"3,17",29605,709779
33988,Belocian,Bayer 04 Leverkusen,1320000,51,"2,43",25882,543210
34498,Medina,Bayer 04 Leverkusen,5780000,0,-,,
34201,Tape,Bayer 04 Leverkusen,1220000,5,"0,83",244000,1469880
34217,Quansah,Bayer 04 Leverkusen,5190000,126,"4,67",41190,1111349
34272,Badé,Bayer 04 Leverkusen,3110000,91,"3,96",34176,785354
34277,Lucas Vázquez,Bayer 04 Leverkusen,1900000,46,"3,83",41304,496084
34496,Gutiérrez,Bayer 04 Leverkusen,7710000,0,-,,
33772,Arthur,Bayer 04 Leverkusen,1820000,57,"2,85",31930,638596
33630,Oermann,Bayer 04 Leverkusen,270000,1,"0,50",270000,540000
33207,Tapsoba,Bayer 04 Leverkusen,6870000,166,"5,72",41386,1201049
33744,Maza,Bayer 04 Leverkusen,8470000,133,"4,93",63684,1718053
32080,J. Hofmann,Bayer 04 Leverkusen,1690000,91,"3,96",18571,426768
34448,Eichhorn,Bayer 04 Leverkusen,3430000,0,-,,
34441,Berghoff,Bayer 04 Leverkusen,190000,0,-,,
34289,Fernández,Bayer 04 Leverkusen,2820000,64,"3,20",44062,881250
32129,Andrich,Bayer 04 Leverkusen,2630000,104,"3,35",25288,785075
34264,Poku,Bayer 04 Leverkusen,3690000,116,"4,00",31810,922500
33189,Palacios,Bayer 04 Leverkusen,4150000,70,"3,89",59286,1066838
33530,Tillman,Bayer 04 Leverkusen,6670000,145,"5,18",46000,1287645
33853,Tella,Bayer 04 Leverkusen,2760000,72,"4,80",38333,575000
33992,García,Bayer 04 Leverkusen,10680000,212,"6,42",50377,1663551
34234,Kofane,Bayer 04 Leverkusen,5190000,105,"3,89",49429,1334190
33827,Boniface,Bayer 04 Leverkusen,3270000,35,"3,18",93429,1028302
34461,Moreira,Bayer 04 Leverkusen,8240000,0,-,,
34433,Damjanović,Bayer 04 Leverkusen,240000,0,-,,
34428,Bomba,Bayer 04 Leverkusen,180000,0,-,,
34311,Culbreath,Bayer 04 Leverkusen,1130000,37,"3,08",30541,366883
34285,Ben Seghir,Bayer 04 Leverkusen,1270000,26,"3,25",48846,390769
33179,Schick,Bayer 04 Leverkusen,10800000,174,"6,21",62069,1739130
34024,Terrier,Bayer 04 Leverkusen,1770000,73,"4,06",24247,435961
33747,Seimen,VfB Stuttgart,1610000,0,-,,
33401,M. Funk,VfB Stuttgart,160000,0,-,,
33342,Drljača,VfB Stuttgart,160000,0,-,,
32891,Bredlow,VfB Stuttgart,1920000,0,-,,
33850,Stergiou,VfB Stuttgart,350000,11,"2,20",31818,159091
34001,Hendriks,VfB Stuttgart,2720000,74,"2,47",36757,1101215
34050,Al-Dakhil,VfB Stuttgart,490000,15,"2,50",32667,196000
34112,Jaquez,VfB Stuttgart,660000,45,"3,46",14667,190751
33552,Chabot,VfB Stuttgart,4120000,118,"4,37",34915,942792
34115,Jeltsch,VfB Stuttgart,3610000,59,"2,81",61186,1284698
34197,Assignon,VfB Stuttgart,360000,39,"1,95",9231,184615
32509,Mittelstädt,VfB Stuttgart,7770000,196,"6,13",39643,1267537
32773,Zagadou,VfB Stuttgart,930000,16,"5,33",58125,174484
32880,Vagnoman,VfB Stuttgart,1700000,66,"2,87",25758,592334
34253,Chema Andrés,VfB Stuttgart,3840000,97,"4,62",39588,831169
34262,Ćatović,VfB Stuttgart,200000,0,-,,
34074,Malanga,VfB Stuttgart,240000,0,-,,
34488,Yigit,VfB Stuttgart,170000,0,-,,
34288,El Khannouss,VfB Stuttgart,6570000,139,"5,56",47266,1181655
33085,Karazor,VfB Stuttgart,2330000,80,"3,20",29125,728125
32858,Führich,VfB Stuttgart,8380000,181,"5,66",46298,1480565
33411,Leweling,VfB Stuttgart,8400000,164,"5,13",51220,1637427
33437,Stiller,VfB Stuttgart,9130000,180,"5,29",50722,1725898
32830,Nartey,VfB Stuttgart,4010000,116,"4,64",34569,864224
32492,Prömel,VfB Stuttgart,5220000,144,"4,65",36250,1122581
34320,Arévalo,VfB Stuttgart,300000,10,"2,50",30000,120000
34458,van der Leij,VfB Stuttgart,330000,0,-,,
34286,Bouanani,VfB Stuttgart,1230000,32,"2,46",38438,500000
33832,Undav,VfB Stuttgart,14380000,218,"7,52",65963,1912234
33311,Demirović,VfB Stuttgart,8410000,146,"6,35",57603,1324409
34230,Jovanović,VfB Stuttgart,880000,6,"2,00",146667,440000
33557,Tiago Tomás,VfB Stuttgart,3490000,103,"3,96",33883,881313
33657,Pejčinović,VfB Stuttgart,8650000,114,"4,07",75877,2125307
33718,Diehl,VfB Stuttgart,170000,0,-,,
34491,Sauer,VfB Stuttgart,2170000,0,-,,
31489,Baumann,TSG Hoffenheim,3210000,103,"3,03",31165,1059406
33313,Philipp,TSG Hoffenheim,170000,0,-,,
33913,Petersson,TSG Hoffenheim,160000,0,-,,
34048,Hranáč,TSG Hoffenheim,1690000,88,"3,03",19205,557756
34051,Gendrey,TSG Hoffenheim,470000,20,"4,00",23500,117500
34062,Chaves,TSG Hoffenheim,690000,57,"3,80",12105,181579
34213,Machida,TSG Hoffenheim,660000,1,"1,00",660000,660000
34457,Dulic,TSG Hoffenheim,230000,0,-,,
34257,Coufal,TSG Hoffenheim,5910000,159,"4,68",37170,1262821
34275,Hajdari,TSG Hoffenheim,4220000,119,"3,97",35462,1062972
34340,Engelns,TSG Hoffenheim,370000,0,-,,
34446,Rots,TSG Hoffenheim,2270000,0,-,,
34487,Abraha,TSG Hoffenheim,200000,0,-,,
33026,Kabak,TSG Hoffenheim,4100000,113,"4,71",36283,870488
32693,Bernardo,TSG Hoffenheim,3020000,104,"3,59",29038,841226
34474,De Cat,TSG Hoffenheim,5080000,0,-,,
34034,Prass,TSG Hoffenheim,1990000,91,"3,14",21868,633758
34242,Burger,TSG Hoffenheim,7080000,149,"4,97",47517,1424547
32680,Geiger,TSG Hoffenheim,340000,0,-,,
34202,Avdullahu,TSG Hoffenheim,4830000,121,"3,67",39917,1316076
33857,Conté,TSG Hoffenheim,1460000,0,-,,
34064,Micheler,TSG Hoffenheim,160000,0,-,,
32553,Kramarić,TSG Hoffenheim,7640000,220,"6,47",34727,1180835
34128,Lenz,TSG Hoffenheim,920000,0,-,,
34425,Vogt,TSG Hoffenheim,480000,0,-,,
34336,Fields,TSG Hoffenheim,190000,0,-,,
34294,Daghim,TSG Hoffenheim,3660000,76,"2,92",48158,1253425
33270,Lemperle,TSG Hoffenheim,3820000,115,"3,97",33217,962217
33507,Wimmer,TSG Hoffenheim,3950000,90,"3,60",43889,1097222
33536,Asllani,TSG Hoffenheim,8520000,171,"5,18",49825,1644788
33619,Hložek,TSG Hoffenheim,2590000,2,"0,67",1295000,3865672
33885,Moerstedt,TSG Hoffenheim,1270000,51,"2,43",24902,522634
33439,Atubolu,Sport-Club Freiburg,1800000,125,"3,68",14400,489130
33647,Backhaus,Sport-Club Freiburg,3330000,124,"3,88",26855,858247
32656,F. Müller,Sport-Club Freiburg,190000,0,-,,
32506,Huth,Sport-Club Freiburg,160000,0,-,,
34476,Steinmann,Sport-Club Freiburg,180000,0,-,,
