spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,1480000,63,"2,86",23492,517483
34101,Klanac,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34353,Prescott,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,160000,6,"6,00",26667,26667
33494,Urbig,1. FC Bayern München,1600000,52,"3,71",30769,431267
34205,Kiala,1. FC Bayern München,200000,0,-,,
33975,Brown,1. FC Bayern München,7240000,141,"4,27",51348,1695550
33894,Boey,1. FC Bayern München,310000,15,"1,67",20667,185629
33823,Kim,1. FC Bayern München,2610000,112,"5,33",23304,489681
33796,Buchmann,1. FC Bayern München,160000,0,-,,
33496,Itō,1. FC Bayern München,1450000,60,"3,75",24167,386667
32720,Upamecano,1. FC Bayern München,5790000,107,"4,46",54112,1298206
32800,Laimer,1. FC Bayern München,5780000,131,"4,52",44122,1278761
33021,Davies,1. FC Bayern München,3850000,45,"3,46",85556,1112717
32157,Tah,1. FC Bayern München,6550000,130,"4,81",50385,1361746
33386,Stanišić,1. FC Bayern München,4470000,123,"4,73",36341,945032
34328,Chávez,1. FC Bayern München,480000,20,"2,22",24000,216216
34321,Sapoko Ndiaye,1. FC Bayern München,2210000,11,"2,75",200909,803636
32445,Kimmich,1. FC Bayern München,14280000,217,"7,48",65806,1909091
34357,Osmani,1. FC Bayern München,280000,0,-,,
34207,Santos Daiber,1. FC Bayern München,200000,4,"2,00",50000,100000
34206,Karl,1. FC Bayern München,8910000,115,"4,60",77478,1936957
33504,Bischof,1. FC Bayern München,5960000,123,"5,35",48455,1114019
34018,João Palhinha,1. FC Bayern München,620000,0,-,,
33713,Ibrahimović,1. FC Bayern München,2380000,126,"4,06",18889,586207
33236,Musiala,1. FC Bayern München,13670000,62,"4,13",220484,3309927
33854,Pavlović,1. FC Bayern München,7230000,128,"5,33",56484,1356473
34466,Saibari,1. FC Bayern München,13910000,0,-,,
34261,Mike,1. FC Bayern München,500000,6,"2,00",83333,250000
34254,Luis Díaz,1. FC Bayern München,15090000,227,"7,09",66476,2128350
34006,Sieb,1. FC Bayern München,550000,44,"2,10",12500,261905
33838,Kane,1. FC Bayern München,21690000,338,"10,90",64172,1989908
34350,Cardozo,1. FC Bayern München,490000,2,"2,00",245000,245000
34014,Olise,1. FC Bayern München,16800000,268,"8,38",62687,2004773
32696,Gnabry,1. FC Bayern München,6710000,124,"5,90",54113,1137288
33898,Zaragoza,1. FC Bayern München,190000,0,-,,
33440,Ramaj,Borussia Dortmund,360000,105,"3,39",3429,106195
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
32841,Meyer,Borussia Dortmund,430000,0,-,,
32638,Kobel,Borussia Dortmund,3590000,124,"3,65",28952,983562
31988,Drewes,Borussia Dortmund,160000,0,-,,
34422,Gadou,Borussia Dortmund,4590000,0,-,,
34346,Reggiani,Borussia Dortmund,1480000,26,"3,71",56923,398922
34423,Prates,Borussia Dortmund,780000,0,-,,
34114,Svensson,Borussia Dortmund,4900000,125,"3,79",39200,1292876
34084,Mané,Borussia Dortmund,420000,-2,"-1,00",-210000,-420000
34066,Kabar,Borussia Dortmund,350000,3,"3,00",116667,116667
31935,Can,Borussia Dortmund,640000,50,"5,56",12800,115108
33167,Bensebaini,Borussia Dortmund,4630000,123,"6,15",37642,752846
33141,Ryerson,Borussia Dortmund,5070000,128,"4,27",39609,1187354
33038,N. Schlotterbeck,Borussia Dortmund,6360000,188,"6,71",33830,947839
32452,Anton,Borussia Dortmund,5830000,162,"5,06",35988,1152174
33498,F. Nmecha,Borussia Dortmund,7740000,108,"3,72",71667,2080645
34424,Lerma,Borussia Dortmund,1470000,0,-,,
32590,Sabitzer,Borussia Dortmund,2640000,98,"3,92",26939,673469
34364,Kaba,Borussia Dortmund,360000,0,-,,
34495,Karetsas,Borussia Dortmund,13510000,0,-,,
34200,Bellingham,Borussia Dortmund,5530000,95,"3,17",58211,1744479
34117,Chukwuemeka,Borussia Dortmund,1730000,66,"2,54",26212,681102
34347,Inácio,Borussia Dortmund,3500000,29,"4,14",120690,845411
34362,Albert,Borussia Dortmund,510000,0,-,,
34283,Fábio Silva,Borussia Dortmund,4270000,82,"3,15",52073,1355556
33208,Beier,Borussia Dortmund,6780000,149,"4,66",45503,1454936
32667,Guirassy,Borussia Dortmund,11380000,189,"5,73",60212,1986038
32267,Zingerle,RB Leipzig,170000,0,-,,
32481,Nyland,RB Leipzig,460000,0,-,,
33919,Vandevoordt,RB Leipzig,2050000,40,"3,33",51250,615616
31846,W. Orbán,RB Leipzig,6610000,180,"5,45",36722,1212844
33837,Lukeba,RB Leipzig,3700000,105,"4,04",35238,915842
33848,Finkgräfe,RB Leipzig,640000,39,"4,33",16410,147806
34479,Estève,RB Leipzig,5090000,0,-,,
34055,Geertruida,RB Leipzig,340000,0,-,,
34431,Koné,RB Leipzig,1410000,0,-,,
33824,Bitshiabu,RB Leipzig,890000,38,"3,80",23421,234211
32461,Henrichs,RB Leipzig,1400000,23,"2,30",60870,608696
33436,Raum,RB Leipzig,7500000,195,"6,50",38462,1153846
32889,Baku,RB Leipzig,4890000,133,"4,16",36767,1175481
32581,Klostermann,RB Leipzig,280000,9,"3,00",31111,93333
