spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,2450000,10,"5,00",245000,490000
34353,Prescott,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34101,Klanac,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,160000,0,-,,
33494,Urbig,1. FC Bayern München,1080000,0,-,,
33975,Brown,1. FC Bayern München,7860000,5,"2,50",1572000,3144000
33894,Boey,1. FC Bayern München,540000,0,-,,
33823,Kim,1. FC Bayern München,4250000,4,"4,00",1062500,1062500
33796,Buchmann,1. FC Bayern München,180000,0,-,,
33496,Itō,1. FC Bayern München,1280000,0,-,,
33386,Stanišić,1. FC Bayern München,3860000,2,"2,00",1930000,1930000
32157,Tah,1. FC Bayern München,6900000,14,"7,00",492857,985714
34205,Kiala,1. FC Bayern München,170000,0,-,,
32720,Upamecano,1. FC Bayern München,8570000,25,"12,50",342800,685600
32800,Laimer,1. FC Bayern München,5410000,-1,"-0,50",-5410000,-10820000
33021,Davies,1. FC Bayern München,7490000,18,"9,00",416111,832222
34357,Osmani,1. FC Bayern München,220000,0,-,,
34466,Saibari,1. FC Bayern München,15960000,10,"5,00",1596000,3192000
34206,Karl,1. FC Bayern München,7090000,2,"1,00",3545000,7090000
34321,Sapoko Ndiaye,1. FC Bayern München,1590000,0,-,,
34207,Santos Daiber,1. FC Bayern München,180000,0,-,,
33854,Pavlović,1. FC Bayern München,10780000,21,"10,50",513333,1026667
32445,Kimmich,1. FC Bayern München,16670000,23,"11,50",724783,1449565
33504,Bischof,1. FC Bayern München,5830000,5,"2,50",1166000,2332000
33236,Musiala,1. FC Bayern München,11960000,0,"0,00",,
34014,Olise,1. FC Bayern München,19940000,16,"8,00",1246250,2492500
32696,Gnabry,1. FC Bayern München,7430000,0,-,,
34350,Cardozo,1. FC Bayern München,450000,0,-,,
33838,Kane,1. FC Bayern München,21680000,10,"5,00",2168000,4336000
34254,Luis Díaz,1. FC Bayern München,14970000,10,"5,00",1497000,2994000
34524,Binder,1. FC Bayern München,270000,0,-,,
31988,Drewes,Borussia Dortmund,160000,0,-,,
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
32638,Kobel,Borussia Dortmund,3150000,14,"4,67",225000,674518
32841,Meyer,Borussia Dortmund,340000,0,-,,
31935,Can,Borussia Dortmund,430000,0,-,,
34084,Mané,Borussia Dortmund,1180000,4,"2,00",295000,590000
34423,Prates,Borussia Dortmund,920000,3,"3,00",306667,306667
33167,Bensebaini,Borussia Dortmund,4390000,3,"3,00",1463333,1463333
33141,Ryerson,Borussia Dortmund,6510000,12,"4,00",542500,1627500
33038,N. Schlotterbeck,Borussia Dortmund,9490000,7,"7,00",1355714,1355714
34422,Gadou,Borussia Dortmund,5820000,11,"3,67",529091,1585831
34346,Reggiani,Borussia Dortmund,980000,2,"2,00",490000,490000
32452,Anton,Borussia Dortmund,7020000,21,"7,00",334286,1002857
34114,Svensson,Borussia Dortmund,6750000,22,"7,33",306818,920873
34424,Lerma,Borussia Dortmund,360000,0,-,,
34495,Karetsas,Borussia Dortmund,16230000,11,"5,50",1475455,2950909
34503,Konstantelias,Borussia Dortmund,9970000,12,"12,00",830833,830833
34505,Veerman,Borussia Dortmund,11330000,8,"2,67",1416250,4243446
34507,dos Santos,Borussia Dortmund,710000,0,-,,
34364,Kaba,Borussia Dortmund,220000,0,-,,
34519,Nwaneri,Borussia Dortmund,9170000,9,"4,50",1018889,2037778
32590,Sabitzer,Borussia Dortmund,3770000,7,"3,50",538571,1077143
33208,Beier,Borussia Dortmund,6550000,13,"4,33",503846,1512702
33498,F. Nmecha,Borussia Dortmund,7850000,25,"8,33",314000,942377
34117,Chukwuemeka,Borussia Dortmund,1860000,2,"2,00",930000,930000
34200,Bellingham,Borussia Dortmund,9100000,21,"7,00",433333,1300000
34283,Fábio Silva,Borussia Dortmund,6100000,17,"8,50",358824,717647
32667,Guirassy,Borussia Dortmund,15490000,29,"9,67",534138,1601861
34347,Inácio,Borussia Dortmund,3350000,-4,"-4,00",-837500,-837500
34362,Albert,Borussia Dortmund,1320000,0,-,,
33919,Vandevoordt,RB Leipzig,2610000,9,"4,50",290000,580000
32267,Zingerle,RB Leipzig,160000,0,-,,
32481,Nyland,RB Leipzig,530000,0,-,,
34479,Estève,RB Leipzig,4730000,8,"8,00",591250,591250
34431,Koné,RB Leipzig,580000,0,-,,
31846,W. Orbán,RB Leipzig,5930000,12,"6,00",494167,988333
