spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,1930000,63,"2,86",30635,674825
34101,Klanac,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34353,Prescott,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,170000,6,"6,00",28333,28333
33494,Urbig,1. FC Bayern München,1520000,52,"3,71",29231,409704
34205,Kiala,1. FC Bayern München,200000,0,-,,
33975,Brown,1. FC Bayern München,8860000,141,"4,27",62837,2074941
33894,Boey,1. FC Bayern München,600000,15,"1,67",40000,359281
33823,Kim,1. FC Bayern München,3330000,112,"5,33",29732,624765
33796,Buchmann,1. FC Bayern München,180000,0,-,,
33496,Itō,1. FC Bayern München,1100000,60,"3,75",18333,293333
32720,Upamecano,1. FC Bayern München,5690000,107,"4,46",53178,1275785
32800,Laimer,1. FC Bayern München,5540000,131,"4,52",42290,1225664
33021,Davies,1. FC Bayern München,3890000,45,"3,46",86444,1124277
32157,Tah,1. FC Bayern München,6430000,130,"4,81",49462,1336798
33386,Stanišić,1. FC Bayern München,4790000,123,"4,73",38943,1012685
34328,Chávez,1. FC Bayern München,780000,20,"2,22",39000,351351
34321,Sapoko Ndiaye,1. FC Bayern München,2620000,11,"2,75",238182,952727
32445,Kimmich,1. FC Bayern München,13290000,217,"7,48",61244,1776738
34357,Osmani,1. FC Bayern München,190000,0,-,,
34207,Santos Daiber,1. FC Bayern München,180000,4,"2,00",45000,90000
34206,Karl,1. FC Bayern München,9410000,115,"4,60",81826,2045652
33504,Bischof,1. FC Bayern München,6900000,123,"5,35",56098,1289720
34466,Saibari,1. FC Bayern München,15400000,0,-,,
34018,João Palhinha,1. FC Bayern München,390000,0,-,,
33713,Ibrahimović,1. FC Bayern München,2490000,126,"4,06",19762,613300
33236,Musiala,1. FC Bayern München,9240000,62,"4,13",149032,2237288
33854,Pavlović,1. FC Bayern München,7880000,128,"5,33",61562,1478424
33898,Zaragoza,1. FC Bayern München,260000,0,-,,
34261,Mike,1. FC Bayern München,300000,6,"2,00",50000,150000
33838,Kane,1. FC Bayern München,21200000,338,"10,90",62722,1944954
34350,Cardozo,1. FC Bayern München,590000,2,"2,00",295000,295000
34254,Luis Díaz,1. FC Bayern München,16580000,227,"7,09",73040,2338505
34014,Olise,1. FC Bayern München,19870000,268,"8,38",74142,2371122
32696,Gnabry,1. FC Bayern München,6990000,124,"5,90",56371,1184746
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
31988,Drewes,Borussia Dortmund,160000,0,-,,
32638,Kobel,Borussia Dortmund,3590000,124,"3,65",28952,983562
