spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,2210000,10,"5,00",221000,442000
34353,Prescott,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34101,Klanac,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,160000,0,-,,
33494,Urbig,1. FC Bayern München,1180000,3,"3,00",393333,393333
33975,Brown,1. FC Bayern München,7490000,7,"2,33",1070000,3214592
33894,Boey,1. FC Bayern München,520000,0,-,,
33823,Kim,1. FC Bayern München,4390000,12,"6,00",365833,731667
33796,Buchmann,1. FC Bayern München,180000,0,-,,
33496,Itō,1. FC Bayern München,1200000,0,-,,
33386,Stanišić,1. FC Bayern München,3990000,7,"3,50",570000,1140000
32157,Tah,1. FC Bayern München,7060000,14,"7,00",504286,1008571
34205,Kiala,1. FC Bayern München,170000,0,-,,
32720,Upamecano,1. FC Bayern München,8650000,29,"9,67",298276,894519
32800,Laimer,1. FC Bayern München,5110000,-1,"-0,50",-5110000,-10220000
33021,Davies,1. FC Bayern München,7860000,23,"7,67",341739,1024772
34357,Osmani,1. FC Bayern München,210000,0,-,,
34466,Saibari,1. FC Bayern München,14900000,14,"4,67",1064286,3190578
34206,Karl,1. FC Bayern München,7700000,12,"4,00",641667,1925000
34321,Sapoko Ndiaye,1. FC Bayern München,1440000,0,-,,
34207,Santos Daiber,1. FC Bayern München,170000,0,-,,
33854,Pavlović,1. FC Bayern München,11620000,31,"10,33",374839,1124879
32445,Kimmich,1. FC Bayern München,16880000,27,"9,00",625185,1875556
33504,Bischof,1. FC Bayern München,5530000,9,"3,00",614444,1843333
33236,Musiala,1. FC Bayern München,14320000,2,"1,00",7160000,14320000
34014,Olise,1. FC Bayern München,20380000,26,"8,67",783846,2350634
32696,Gnabry,1. FC Bayern München,8150000,0,-,,
34350,Cardozo,1. FC Bayern München,410000,0,-,,
33838,Kane,1. FC Bayern München,21490000,24,"8,00",895417,2686250
34254,Luis Díaz,1. FC Bayern München,15010000,14,"4,67",1072143,3214133
34524,Binder,1. FC Bayern München,260000,0,-,,
31988,Drewes,Borussia Dortmund,160000,0,-,,
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
32638,Kobel,Borussia Dortmund,3270000,14,"4,67",233571,700214
32841,Meyer,Borussia Dortmund,300000,0,-,,
31935,Can,Borussia Dortmund,430000,0,-,,
34084,Mané,Borussia Dortmund,1120000,4,"2,00",280000,560000
34423,Prates,Borussia Dortmund,990000,3,"3,00",330000,330000
