spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,1370000,63,"2,86",21746,479021
34101,Klanac,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34353,Prescott,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,170000,6,"6,00",28333,28333
33494,Urbig,1. FC Bayern München,1400000,52,"3,71",26923,377358
34205,Kiala,1. FC Bayern München,230000,0,-,,
33975,Brown,1. FC Bayern München,7700000,141,"4,27",54610,1803279
33894,Boey,1. FC Bayern München,390000,15,"1,67",26000,233533
33823,Kim,1. FC Bayern München,2700000,112,"5,33",24107,506567
33796,Buchmann,1. FC Bayern München,180000,0,-,,
33496,Itō,1. FC Bayern München,1480000,60,"3,75",24667,394667
32720,Upamecano,1. FC Bayern München,5340000,107,"4,46",49907,1197309
33386,Stanišić,1. FC Bayern München,4360000,123,"4,73",35447,921776
32157,Tah,1. FC Bayern München,6770000,130,"4,81",52077,1407484
32800,Laimer,1. FC Bayern München,6230000,131,"4,52",47557,1378319
33021,Davies,1. FC Bayern München,3400000,45,"3,46",75556,982659
34206,Karl,1. FC Bayern München,8710000,115,"4,60",75739,1893478
34207,Santos Daiber,1. FC Bayern München,250000,4,"2,00",62500,125000
32445,Kimmich,1. FC Bayern München,14450000,217,"7,48",66590,1931818
34328,Chávez,1. FC Bayern München,410000,20,"2,22",20500,184685
34357,Osmani,1. FC Bayern München,220000,0,-,,
33504,Bischof,1. FC Bayern München,6080000,123,"5,35",49431,1136449
34018,João Palhinha,1. FC Bayern München,430000,0,-,,
34466,Saibari,1. FC Bayern München,16770000,0,-,,
33713,Ibrahimović,1. FC Bayern München,2770000,126,"4,06",21984,682266
33236,Musiala,1. FC Bayern München,14240000,62,"4,13",229677,3447942
33854,Pavlović,1. FC Bayern München,6470000,128,"5,33",50547,1213884
34254,Luis Díaz,1. FC Bayern München,15360000,227,"7,09",67665,2166432
