spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,2160000,16,"5,33",135000,405253
31216,Ulreich,1. FC Bayern München,160000,0,-,,
33494,Urbig,1. FC Bayern München,1090000,3,"3,00",363333,363333
34205,Kiala,1. FC Bayern München,170000,0,-,,
33975,Brown,1. FC Bayern München,5610000,10,"2,50",561000,2244000
33894,Boey,1. FC Bayern München,450000,0,-,,
33823,Kim,1. FC Bayern München,4570000,15,"5,00",304667,914000
33796,Buchmann,1. FC Bayern München,170000,0,-,,
33496,Itō,1. FC Bayern München,900000,0,-,,
33386,Stanišić,1. FC Bayern München,3870000,8,"2,67",483750,1449438
33021,Davies,1. FC Bayern München,9820000,34,"8,50",288824,1155294
32800,Laimer,1. FC Bayern München,4540000,-1,"-0,50",-4540000,-9080000
32720,Upamecano,1. FC Bayern München,7360000,32,"8,00",230000,920000
32157,Tah,1. FC Bayern München,7210000,22,"7,33",327727,983629
33236,Musiala,1. FC Bayern München,16420000,15,"5,00",1094667,3284000
34207,Santos Daiber,1. FC Bayern München,170000,0,-,,
34206,Karl,1. FC Bayern München,8070000,12,"4,00",672500,2017500
32445,Kimmich,1. FC Bayern München,16050000,34,"8,50",472059,1888235
34357,Osmani,1. FC Bayern München,280000,0,-,,
33854,Pavlović,1. FC Bayern München,13260000,38,"9,50",348947,1395789
34466,Saibari,1. FC Bayern München,16420000,26,"6,50",631538,2526154
33504,Bischof,1. FC Bayern München,6650000,17,"4,25",391176,1564706
34321,Sapoko Ndiaye,1. FC Bayern München,950000,0,-,,
34350,Cardozo,1. FC Bayern München,330000,0,-,,
34254,Luis Díaz,1. FC Bayern München,14670000,17,"4,25",862941,3451765
34014,Olise,1. FC Bayern München,23620000,47,"11,75",502553,2010213
32696,Gnabry,1. FC Bayern München,9120000,2,"2,00",4560000,4560000
33838,Kane,1. FC Bayern München,21680000,36,"9,00",602222,2408889
34524,Binder,1. FC Bayern München,860000,0,-,,
31988,Drewes,Borussia Dortmund,160000,0,-,,
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
32638,Kobel,Borussia Dortmund,3430000,23,"5,75",149130,596522
32841,Meyer,Borussia Dortmund,280000,0,-,,
31935,Can,Borussia Dortmund,480000,0,-,,
34084,Mané,Borussia Dortmund,1130000,4,"2,00",282500,565000
34423,Prates,Borussia Dortmund,720000,3,"3,00",240000,240000
33167,Bensebaini,Borussia Dortmund,3230000,5,"2,50",646000,1292000
33141,Ryerson,Borussia Dortmund,4740000,13,"3,25",364615,1458462
33038,N. Schlotterbeck,Borussia Dortmund,9910000,13,"6,50",762308,1524615
34422,Gadou,Borussia Dortmund,4760000,14,"3,50",340000,1360000
34346,Reggiani,Borussia Dortmund,830000,2,"2,00",415000,415000
32452,Anton,Borussia Dortmund,7780000,25,"6,25",311200,1244800
34114,Svensson,Borussia Dortmund,6920000,25,"6,25",276800,1107200
34424,Lerma,Borussia Dortmund,290000,0,-,,
34495,Karetsas,Borussia Dortmund,16280000,15,"5,00",1085333,3256000
34503,Konstantelias,Borussia Dortmund,11090000,12,"12,00",924167,924167
34505,Veerman,Borussia Dortmund,10570000,15,"3,75",704667,2818667
34507,dos Santos,Borussia Dortmund,570000,0,-,,
34364,Kaba,Borussia Dortmund,220000,0,-,,
34519,Nwaneri,Borussia Dortmund,10480000,13,"4,33",806154,2420323
32590,Sabitzer,Borussia Dortmund,3130000,8,"2,67",391250,1172285
33208,Beier,Borussia Dortmund,7310000,22,"5,50",332273,1329091
33498,F. Nmecha,Borussia Dortmund,11810000,35,"8,75",337429,1349714
34117,Chukwuemeka,Borussia Dortmund,1450000,2,"2,00",725000,725000
34200,Bellingham,Borussia Dortmund,9010000,27,"6,75",333704,1334815
34283,Fábio Silva,Borussia Dortmund,8550000,19,"6,33",450000,1350711
32667,Guirassy,Borussia Dortmund,14070000,32,"8,00",439688,1758750
34347,Inácio,Borussia Dortmund,3200000,-4,"-4,00",-800000,-800000
34362,Albert,Borussia Dortmund,1040000,0,-,,
33919,Vandevoordt,RB Leipzig,2990000,23,"5,75",130000,520000
32267,Zingerle,RB Leipzig,160000,0,-,,
