spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,1350000,63,"2,86",21429,472028
34101,Klanac,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34353,Prescott,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,170000,6,"6,00",28333,28333
33494,Urbig,1. FC Bayern München,1520000,52,"3,71",29231,409704
34205,Kiala,1. FC Bayern München,250000,0,-,,
33975,Brown,1. FC Bayern München,7710000,141,"4,27",54681,1805621
33894,Boey,1. FC Bayern München,430000,15,"1,67",28667,257485
33823,Kim,1. FC Bayern München,2850000,112,"5,33",25446,534709
33796,Buchmann,1. FC Bayern München,180000,0,-,,
33496,Itō,1. FC Bayern München,1340000,60,"3,75",22333,357333
32720,Upamecano,1. FC Bayern München,5390000,107,"4,46",50374,1208520
33386,Stanišić,1. FC Bayern München,4030000,123,"4,73",32764,852008
32157,Tah,1. FC Bayern München,6780000,130,"4,81",52154,1409563
32800,Laimer,1. FC Bayern München,5420000,131,"4,52",41374,1199115
33021,Davies,1. FC Bayern München,3890000,45,"3,46",86444,1124277
34206,Karl,1. FC Bayern München,8190000,115,"4,60",71217,1780435
34207,Santos Daiber,1. FC Bayern München,270000,4,"2,00",67500,135000
32445,Kimmich,1. FC Bayern München,14290000,217,"7,48",65853,1910428
34328,Chávez,1. FC Bayern München,440000,20,"2,22",22000,198198
34357,Osmani,1. FC Bayern München,220000,0,-,,
33504,Bischof,1. FC Bayern München,6040000,123,"5,35",49106,1128972
34018,João Palhinha,1. FC Bayern München,460000,0,-,,
34466,Saibari,1. FC Bayern München,17060000,0,-,,
33713,Ibrahimović,1. FC Bayern München,2860000,126,"4,06",22698,704433
33236,Musiala,1. FC Bayern München,12660000,62,"4,13",204194,3065375
33854,Pavlović,1. FC Bayern München,6270000,128,"5,33",48984,1176360
34254,Luis Díaz,1. FC Bayern München,15210000,227,"7,09",67004,2145275
34261,Mike,1. FC Bayern München,310000,6,"2,00",51667,155000
33898,Zaragoza,1. FC Bayern München,220000,0,-,,
33838,Kane,1. FC Bayern München,25560000,338,"10,90",75621,2344954
34350,Cardozo,1. FC Bayern München,370000,2,"2,00",185000,185000
34006,Sieb,1. FC Bayern München,600000,44,"2,10",13636,285714
32696,Gnabry,1. FC Bayern München,5870000,124,"5,90",47339,994915
34014,Olise,1. FC Bayern München,19180000,268,"8,38",71567,2288783
33539,Ostrzinski,Borussia Dortmund,170000,0,-,,
33440,Ramaj,Borussia Dortmund,390000,105,"3,39",3714,115044
32841,Meyer,Borussia Dortmund,190000,0,-,,
32638,Kobel,Borussia Dortmund,2550000,124,"3,65",20565,698630
31988,Drewes,Borussia Dortmund,170000,0,-,,
34422,Gadou,Borussia Dortmund,4230000,0,-,,
34346,Reggiani,Borussia Dortmund,1340000,26,"3,71",51538,361186
34423,Prates,Borussia Dortmund,1080000,0,-,,
34114,Svensson,Borussia Dortmund,3700000,125,"3,79",29600,976253
34084,Mané,Borussia Dortmund,310000,-2,"-1,00",-155000,-310000
34066,Kabar,Borussia Dortmund,400000,3,"3,00",133333,133333
34033,Couto,Borussia Dortmund,1150000,73,"4,06",15753,283251
31935,Can,Borussia Dortmund,710000,50,"5,56",14200,127698
32452,Anton,Borussia Dortmund,5980000,162,"5,06",36914,1181818
33167,Bensebaini,Borussia Dortmund,3430000,123,"6,15",27886,557724
33141,Ryerson,Borussia Dortmund,4640000,128,"4,27",36250,1086651
33038,N. Schlotterbeck,Borussia Dortmund,6530000,188,"6,71",34734,973174
33498,F. Nmecha,Borussia Dortmund,7480000,108,"3,72",69259,2010753
32590,Sabitzer,Borussia Dortmund,2460000,98,"3,92",25102,627551
34364,Kaba,Borussia Dortmund,470000,0,-,,
34424,Lerma,Borussia Dortmund,2050000,0,-,,
34200,Bellingham,Borussia Dortmund,4490000,95,"3,17",47263,1416404
34117,Chukwuemeka,Borussia Dortmund,1370000,66,"2,54",20758,539370
32667,Guirassy,Borussia Dortmund,10630000,189,"5,73",56243,1855148
34347,Inácio,Borussia Dortmund,2780000,29,"4,14",95862,671498
34362,Albert,Borussia Dortmund,520000,0,-,,
33208,Beier,Borussia Dortmund,6530000,149,"4,66",43826,1401288
34283,Fábio Silva,Borussia Dortmund,2870000,82,"3,15",35000,911111
32267,Zingerle,RB Leipzig,180000,0,-,,
32575,Gulácsi,RB Leipzig,1050000,77,"3,35",13636,313433
33919,Vandevoordt,RB Leipzig,1490000,40,"3,33",37250,447447
31846,W. Orbán,RB Leipzig,5380000,180,"5,45",29889,987156
33837,Lukeba,RB Leipzig,3350000,105,"4,04",31905,829208
33848,Finkgräfe,RB Leipzig,750000,39,"4,33",19231,173210
34479,Estève,RB Leipzig,5270000,0,-,,
34055,Geertruida,RB Leipzig,290000,0,-,,
34431,Koné,RB Leipzig,2270000,0,-,,
33824,Bitshiabu,RB Leipzig,660000,38,"3,80",17368,173684
32461,Henrichs,RB Leipzig,1590000,23,"2,30",69130,691304
33436,Raum,RB Leipzig,7220000,195,"6,50",37026,1110769
32581,Klostermann,RB Leipzig,320000,9,"3,00",35556,106667
32889,Baku,RB Leipzig,4340000,133,"4,16",32632,1043269
33769,Seiwald,RB Leipzig,4300000,139,"4,21",30935,1021378
34348,Kaltefleiter,RB Leipzig,180000,0,-,,
34238,Maksimović,RB Leipzig,620000,13,"2,17",47692,285714
34185,Banzuzi,RB Leipzig,710000,56,"2,43",12679,292181
34119,Masanka Bungi,RB Leipzig,210000,0,-,,
34049,Vermeeren,RB Leipzig,500000,0,-,,
34042,Gebel,RB Leipzig,170000,0,-,,
33695,Gruda,RB Leipzig,9970000,63,"4,85",158254,2055670
33991,Ouédraogo,RB Leipzig,6420000,80,"4,71",80250,1363057
32977,Baumgartner,RB Leipzig,6370000,204,"6,18",31225,1030744
33353,Reitz,RB Leipzig,4750000,125,"4,03",38000,1178660
33878,Elmas,RB Leipzig,190000,0,-,,
34339,Thomas,RB Leipzig,260000,0,-,,
34330,Sani,RB Leipzig,240000,0,-,,
34309,Konaté,RB Leipzig,870000,0,-,,
34295,Harder,RB Leipzig,1960000,81,"3,12",24198,628205
34271,Rômulo,RB Leipzig,4800000,129,"4,30",37209,1116279
34250,Ramšak,RB Leipzig,180000,0,-,,
34240,Bakayoko,RB Leipzig,1780000,61,"3,39",29180,525074
34237,Diomande,RB Leipzig,10270000,218,"6,61",47110,1553707
34116,T. Gomis,RB Leipzig,700000,35,"2,19",20000,319635
34039,Nusa,RB Leipzig,7820000,151,"4,87",51788,1605749
31827,Blaswich,Bayer 04 Leverkusen,270000,57,"5,18",4737,52124
32007,Lomb,Bayer 04 Leverkusen,160000,0,-,,
32925,Flekken,Bayer 04 Leverkusen,1930000,76,"3,17",25395,608833
34190,I. Traoré,Bayer 04 Leverkusen,190000,0,-,,
33772,Arthur,Bayer 04 Leverkusen,1230000,57,"2,85",21579,431579
34201,Tape,Bayer 04 Leverkusen,660000,5,"0,83",132000,795181
34212,Faye,Bayer 04 Leverkusen,280000,0,-,,
33630,Oermann,Bayer 04 Leverkusen,370000,1,"0,50",370000,740000
34217,Quansah,Bayer 04 Leverkusen,4120000,126,"4,67",32698,882227
33207,Tapsoba,Bayer 04 Leverkusen,5500000,166,"5,72",33133,961538
34272,Badé,Bayer 04 Leverkusen,2100000,91,"3,96",23077,530303
34277,Lucas Vázquez,Bayer 04 Leverkusen,870000,46,"3,83",18913,227154
33988,Belocian,Bayer 04 Leverkusen,960000,51,"2,43",18824,395062
34360,J. Mensah,Bayer 04 Leverkusen,200000,0,-,,
34264,Poku,Bayer 04 Leverkusen,3050000,116,"4,00",26293,762500
33992,García,Bayer 04 Leverkusen,7770000,212,"6,42",36651,1210280
33853,Tella,Bayer 04 Leverkusen,2440000,72,"4,80",33889,508333
32080,J. Hofmann,Bayer 04 Leverkusen,1920000,91,"3,96",21099,484848
32129,Andrich,Bayer 04 Leverkusen,3500000,104,"3,35",33654,1044776
34448,Eichhorn,Bayer 04 Leverkusen,8330000,0,-,,
33189,Palacios,Bayer 04 Leverkusen,5250000,70,"3,89",75000,1349614
33530,Tillman,Bayer 04 Leverkusen,5070000,145,"5,18",34966,978764
33709,Mbamba,Bayer 04 Leverkusen,180000,0,-,,
