spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,2300000,16,"5,33",143750,431520
31216,Ulreich,1. FC Bayern München,160000,0,-,,
33494,Urbig,1. FC Bayern München,1130000,3,"3,00",376667,376667
34205,Kiala,1. FC Bayern München,170000,0,-,,
33975,Brown,1. FC Bayern München,5640000,10,"2,50",564000,2256000
33894,Boey,1. FC Bayern München,500000,0,-,,
33823,Kim,1. FC Bayern München,4230000,15,"5,00",282000,846000
33796,Buchmann,1. FC Bayern München,160000,0,-,,
33496,Itō,1. FC Bayern München,1020000,0,-,,
33386,Stanišić,1. FC Bayern München,4060000,8,"2,67",507500,1520599
33021,Davies,1. FC Bayern München,9410000,34,"8,50",276765,1107059
32800,Laimer,1. FC Bayern München,4450000,-1,"-0,50",-4450000,-8900000
32720,Upamecano,1. FC Bayern München,7910000,32,"8,00",247188,988750
32157,Tah,1. FC Bayern München,7120000,22,"7,33",323636,971351
33236,Musiala,1. FC Bayern München,16230000,15,"5,00",1082000,3246000
34207,Santos Daiber,1. FC Bayern München,160000,0,-,,
34206,Karl,1. FC Bayern München,8100000,12,"4,00",675000,2025000
32445,Kimmich,1. FC Bayern München,16310000,34,"8,50",479706,1918824
34357,Osmani,1. FC Bayern München,290000,0,-,,
33854,Pavlović,1. FC Bayern München,12680000,38,"9,50",333684,1334737
34466,Saibari,1. FC Bayern München,15120000,26,"6,50",581538,2326154
33504,Bischof,1. FC Bayern München,6460000,17,"4,25",380000,1520000
34321,Sapoko Ndiaye,1. FC Bayern München,1050000,0,-,,
34350,Cardozo,1. FC Bayern München,360000,0,-,,
34254,Luis Díaz,1. FC Bayern München,14480000,17,"4,25",851765,3407059
34014,Olise,1. FC Bayern München,23190000,47,"11,75",493404,1973617
32696,Gnabry,1. FC Bayern München,9020000,2,"2,00",4510000,4510000
33838,Kane,1. FC Bayern München,21740000,36,"9,00",603889,2415556
34524,Binder,1. FC Bayern München,640000,0,-,,
31988,Drewes,Borussia Dortmund,160000,0,-,,
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
32638,Kobel,Borussia Dortmund,3500000,23,"5,75",152174,608696
32841,Meyer,Borussia Dortmund,320000,0,-,,
31935,Can,Borussia Dortmund,420000,0,-,,
34084,Mané,Borussia Dortmund,1140000,4,"2,00",285000,570000
34423,Prates,Borussia Dortmund,770000,3,"3,00",256667,256667
33167,Bensebaini,Borussia Dortmund,3330000,5,"2,50",666000,1332000
33141,Ryerson,Borussia Dortmund,4710000,13,"3,25",362308,1449231
33038,N. Schlotterbeck,Borussia Dortmund,11300000,13,"6,50",869231,1738462
34422,Gadou,Borussia Dortmund,5230000,14,"3,50",373571,1494286
34346,Reggiani,Borussia Dortmund,860000,2,"2,00",430000,430000
32452,Anton,Borussia Dortmund,7700000,25,"6,25",308000,1232000
34114,Svensson,Borussia Dortmund,6740000,25,"6,25",269600,1078400
34424,Lerma,Borussia Dortmund,300000,0,-,,
34495,Karetsas,Borussia Dortmund,18210000,15,"5,00",1214000,3642000
34503,Konstantelias,Borussia Dortmund,10810000,12,"12,00",900833,900833
34505,Veerman,Borussia Dortmund,9870000,15,"3,75",658000,2632000
34507,dos Santos,Borussia Dortmund,630000,0,-,,
34364,Kaba,Borussia Dortmund,210000,0,-,,
34519,Nwaneri,Borussia Dortmund,10360000,13,"4,33",796923,2392610
32590,Sabitzer,Borussia Dortmund,3500000,8,"2,67",437500,1310861
33208,Beier,Borussia Dortmund,6710000,22,"5,50",305000,1220000
33498,F. Nmecha,Borussia Dortmund,11290000,35,"8,75",322571,1290286
34117,Chukwuemeka,Borussia Dortmund,1660000,2,"2,00",830000,830000
34200,Bellingham,Borussia Dortmund,9320000,27,"6,75",345185,1380741
34283,Fábio Silva,Borussia Dortmund,9920000,19,"6,33",522105,1567141
32667,Guirassy,Borussia Dortmund,15140000,32,"8,00",473125,1892500
