spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,1200000,63,"2,86",19048,419580
34101,Klanac,1. FC Bayern München,170000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34353,Prescott,1. FC Bayern München,170000,0,-,,
31216,Ulreich,1. FC Bayern München,170000,6,"6,00",28333,28333
33494,Urbig,1. FC Bayern München,1610000,52,"3,71",30962,433962
34205,Kiala,1. FC Bayern München,260000,0,-,,
33975,Brown,1. FC Bayern München,7690000,141,"4,27",54539,1800937
33894,Boey,1. FC Bayern München,430000,15,"1,67",28667,257485
33823,Kim,1. FC Bayern München,2880000,112,"5,33",25714,540338
33796,Buchmann,1. FC Bayern München,180000,0,-,,
33496,Itō,1. FC Bayern München,1410000,60,"3,75",23500,376000
32720,Upamecano,1. FC Bayern München,5280000,107,"4,46",49346,1183857
33386,Stanišić,1. FC Bayern München,3970000,123,"4,73",32276,839323
32157,Tah,1. FC Bayern München,6810000,130,"4,81",52385,1415800
32800,Laimer,1. FC Bayern München,5420000,131,"4,52",41374,1199115
33021,Davies,1. FC Bayern München,3990000,45,"3,46",88667,1153179
34206,Karl,1. FC Bayern München,8630000,115,"4,60",75043,1876087
34207,Santos Daiber,1. FC Bayern München,270000,4,"2,00",67500,135000
32445,Kimmich,1. FC Bayern München,14560000,217,"7,48",67097,1946524
34328,Chávez,1. FC Bayern München,460000,20,"2,22",23000,207207
34357,Osmani,1. FC Bayern München,220000,0,-,,
33504,Bischof,1. FC Bayern München,5460000,123,"5,35",44390,1020561
34018,João Palhinha,1. FC Bayern München,470000,0,-,,
34466,Saibari,1. FC Bayern München,17380000,0,-,,
33713,Ibrahimović,1. FC Bayern München,2880000,126,"4,06",22857,709360
33236,Musiala,1. FC Bayern München,12680000,62,"4,13",204516,3070218
33854,Pavlović,1. FC Bayern München,6480000,128,"5,33",50625,1215760
34254,Luis Díaz,1. FC Bayern München,15120000,227,"7,09",66608,2132581
34261,Mike,1. FC Bayern München,300000,6,"2,00",50000,150000
33898,Zaragoza,1. FC Bayern München,220000,0,-,,
33838,Kane,1. FC Bayern München,24590000,338,"10,90",72751,2255963
34350,Cardozo,1. FC Bayern München,370000,2,"2,00",185000,185000
34006,Sieb,1. FC Bayern München,590000,44,"2,10",13409,280952
32696,Gnabry,1. FC Bayern München,5500000,124,"5,90",44355,932203
34014,Olise,1. FC Bayern München,19620000,268,"8,38",73209,2341289
33539,Ostrzinski,Borussia Dortmund,170000,0,-,,
33440,Ramaj,Borussia Dortmund,390000,105,"3,39",3714,115044
32841,Meyer,Borussia Dortmund,190000,0,-,,
32638,Kobel,Borussia Dortmund,2550000,124,"3,65",20565,698630
31988,Drewes,Borussia Dortmund,170000,0,-,,
34422,Gadou,Borussia Dortmund,3980000,0,-,,
34346,Reggiani,Borussia Dortmund,1320000,26,"3,71",50769,355795
34423,Prates,Borussia Dortmund,1120000,0,-,,
34114,Svensson,Borussia Dortmund,3600000,125,"3,79",28800,949868
34084,Mané,Borussia Dortmund,260000,-2,"-1,00",-130000,-260000
34066,Kabar,Borussia Dortmund,380000,3,"3,00",126667,126667
34033,Couto,Borussia Dortmund,1170000,73,"4,06",16027,288177
31935,Can,Borussia Dortmund,730000,50,"5,56",14600,131295
32452,Anton,Borussia Dortmund,5880000,162,"5,06",36296,1162055
33167,Bensebaini,Borussia Dortmund,3350000,123,"6,15",27236,544715
33141,Ryerson,Borussia Dortmund,4330000,128,"4,27",33828,1014052
33038,N. Schlotterbeck,Borussia Dortmund,6950000,188,"6,71",36968,1035768
33498,F. Nmecha,Borussia Dortmund,7480000,108,"3,72",69259,2010753
32590,Sabitzer,Borussia Dortmund,2540000,98,"3,92",25918,647959
34364,Kaba,Borussia Dortmund,480000,0,-,,
34424,Lerma,Borussia Dortmund,2050000,0,-,,
34200,Bellingham,Borussia Dortmund,4120000,95,"3,17",43368,1299685
34117,Chukwuemeka,Borussia Dortmund,1370000,66,"2,54",20758,539370
32667,Guirassy,Borussia Dortmund,10810000,189,"5,73",57196,1886562
34347,Inácio,Borussia Dortmund,2730000,29,"4,14",94138,659420
34362,Albert,Borussia Dortmund,530000,0,-,,
33208,Beier,Borussia Dortmund,6590000,149,"4,66",44228,1414163
34283,Fábio Silva,Borussia Dortmund,2830000,82,"3,15",34512,898413
32267,Zingerle,RB Leipzig,180000,0,-,,
32575,Gulácsi,RB Leipzig,1070000,77,"3,35",13896,319403
33919,Vandevoordt,RB Leipzig,1490000,40,"3,33",37250,447447
31846,W. Orbán,RB Leipzig,5630000,180,"5,45",31278,1033028
33837,Lukeba,RB Leipzig,3340000,105,"4,04",31810,826733
33848,Finkgräfe,RB Leipzig,740000,39,"4,33",18974,170901
34479,Estève,RB Leipzig,5550000,0,-,,
34055,Geertruida,RB Leipzig,300000,0,-,,
34431,Koné,RB Leipzig,2360000,0,-,,
33824,Bitshiabu,RB Leipzig,670000,38,"3,80",17632,176316
32461,Henrichs,RB Leipzig,1560000,23,"2,30",67826,678261
33436,Raum,RB Leipzig,7030000,195,"6,50",36051,1081538
