spieler_id,name,verein,marktwert,punkte,punkte_pro_spiel,mw_pro_punkt,mw_pro_punkteschnitt
30755,Neuer,1. FC Bayern München,2050000,63,"2,86",32540,716783
34101,Klanac,1. FC Bayern München,160000,0,-,,
34284,Bärtl,1. FC Bayern München,160000,0,-,,
34353,Prescott,1. FC Bayern München,160000,0,-,,
31216,Ulreich,1. FC Bayern München,160000,6,"6,00",26667,26667
33494,Urbig,1. FC Bayern München,1510000,52,"3,71",29038,407008
34205,Kiala,1. FC Bayern München,190000,0,-,,
33975,Brown,1. FC Bayern München,8590000,141,"4,27",60922,2011710
33894,Boey,1. FC Bayern München,640000,15,"1,67",42667,383234
33823,Kim,1. FC Bayern München,3260000,112,"5,33",29107,611632
33796,Buchmann,1. FC Bayern München,170000,0,-,,
33496,Itō,1. FC Bayern München,1090000,60,"3,75",18167,290667
32720,Upamecano,1. FC Bayern München,6030000,107,"4,46",56355,1352018
32800,Laimer,1. FC Bayern München,5380000,131,"4,52",41069,1190265
33021,Davies,1. FC Bayern München,4260000,45,"3,46",94667,1231214
32157,Tah,1. FC Bayern München,6540000,130,"4,81",50308,1359667
33386,Stanišić,1. FC Bayern München,4790000,123,"4,73",38943,1012685
34328,Chávez,1. FC Bayern München,780000,20,"2,22",39000,351351
34321,Sapoko Ndiaye,1. FC Bayern München,2840000,11,"2,75",258182,1032727
32445,Kimmich,1. FC Bayern München,13780000,217,"7,48",63502,1842246
34357,Osmani,1. FC Bayern München,200000,0,-,,
34207,Santos Daiber,1. FC Bayern München,180000,4,"2,00",45000,90000
34206,Karl,1. FC Bayern München,9400000,115,"4,60",81739,2043478
33504,Bischof,1. FC Bayern München,7020000,123,"5,35",57073,1312150
34466,Saibari,1. FC Bayern München,16510000,0,-,,
34018,João Palhinha,1. FC Bayern München,410000,0,-,,
33713,Ibrahimović,1. FC Bayern München,2540000,126,"4,06",20159,625616
33236,Musiala,1. FC Bayern München,9430000,62,"4,13",152097,2283293
33854,Pavlović,1. FC Bayern München,7490000,128,"5,33",58516,1405253
33898,Zaragoza,1. FC Bayern München,270000,0,-,,
34261,Mike,1. FC Bayern München,320000,6,"2,00",53333,160000
33838,Kane,1. FC Bayern München,21760000,338,"10,90",64379,1996330
34350,Cardozo,1. FC Bayern München,570000,2,"2,00",285000,285000
34254,Luis Díaz,1. FC Bayern München,16830000,227,"7,09",74141,2373766
34014,Olise,1. FC Bayern München,19100000,268,"8,38",71269,2279236
32696,Gnabry,1. FC Bayern München,7130000,124,"5,90",57500,1208475
33539,Ostrzinski,Borussia Dortmund,160000,0,-,,
31988,Drewes,Borussia Dortmund,170000,0,-,,
32638,Kobel,Borussia Dortmund,3730000,124,"3,65",30081,1021918
32841,Meyer,Borussia Dortmund,290000,0,-,,
34084,Mané,Borussia Dortmund,1000000,-2,"-1,00",-500000,-1000000
34114,Svensson,Borussia Dortmund,4550000,125,"3,79",36400,1200528
34346,Reggiani,Borussia Dortmund,990000,26,"3,71",38077,266846
34422,Gadou,Borussia Dortmund,4830000,0,-,,
34423,Prates,Borussia Dortmund,510000,0,-,,
31935,Can,Borussia Dortmund,600000,50,"5,56",12000,107914
33167,Bensebaini,Borussia Dortmund,4580000,123,"6,15",37236,744715
33141,Ryerson,Borussia Dortmund,5810000,128,"4,27",45391,1360656
33038,N. Schlotterbeck,Borussia Dortmund,6050000,188,"6,71",32181,901639
32452,Anton,Borussia Dortmund,6640000,162,"5,06",40988,1312253
33208,Beier,Borussia Dortmund,6080000,149,"4,66",40805,1304721
32590,Sabitzer,Borussia Dortmund,2320000,98,"3,92",23673,591837
34424,Lerma,Borussia Dortmund,810000,0,-,,
34495,Karetsas,Borussia Dortmund,21590000,0,-,,
34503,Konstantelias,Borussia Dortmund,15120000,0,-,,
34505,Veerman,Borussia Dortmund,10240000,0,-,,
34364,Kaba,Borussia Dortmund,250000,0,-,,
34507,dos Santos,Borussia Dortmund,380000,0,-,,
34200,Bellingham,Borussia Dortmund,5700000,95,"3,17",60000,1798107
34117,Chukwuemeka,Borussia Dortmund,1620000,66,"2,54",24545,637795
33498,F. Nmecha,Borussia Dortmund,8320000,108,"3,72",77037,2236559
34362,Albert,Borussia Dortmund,890000,0,-,,
32667,Guirassy,Borussia Dortmund,13700000,189,"5,73",72487,2390925
34283,Fábio Silva,Borussia Dortmund,3600000,82,"3,15",43902,1142857
34347,Inácio,Borussia Dortmund,4540000,29,"4,14",156552,1096618
32267,Zingerle,RB Leipzig,190000,0,-,,
32481,Nyland,RB Leipzig,610000,0,-,,
33919,Vandevoordt,RB Leipzig,2740000,40,"3,33",68500,822823
31846,W. Orbán,RB Leipzig,7350000,180,"5,45",40833,1348624
34431,Koné,RB Leipzig,1060000,0,-,,
34479,Estève,RB Leipzig,6020000,0,-,,
33848,Finkgräfe,RB Leipzig,640000,39,"4,33",16410,147806
33837,Lukeba,RB Leipzig,3990000,105,"4,04",38000,987624
